event_id,latitude,longitude,acq_date,acq_time_utc,satellite,instrument,confidence,daynight,brightness,bright_t31_k,frp_mw,scan,track,version
FIRMS_000841,24.92358,84.15446,20-08-2026,20:10,N21,VIIRS,n,N,309.65,291.57,2.59,0.39,0.36,2.0NRT
FIRMS_000842,23.69586,87.09464,20-08-2026,20:10,N21,VIIRS,n,N,310.56,289.92,2.37,0.52,0.41,2.0NRT
FIRMS_000843,23.69402,87.10461,20-08-2026,20:10,N21,VIIRS,n,N,310.53,289.83,2.63,0.52,0.41,2.0NRT
FIRMS_000844,23.69309,87.10959,20-08-2026,20:10,N21,VIIRS,n,N,306.56,289.73,1.5,0.52,0.41,2.0NRT
FIRMS_000845,23.69217,87.11459,20-08-2026,20:10,N21,VIIRS,n,N,308.03,289.97,1.5,0.52,0.41,2.0NRT
FIRMS_000846,23.69119,87.0988,20-08-2026,20:10,N21,VIIRS,n,N,307.7,289.91,3.12,0.52,0.41,2.0NRT
FIRMS_000847,23.68657,87.12376,20-08-2026,20:10,N21,VIIRS,n,N,306.1,289.56,2,0.52,0.41,2.0NRT
FIRMS_000848,23.6819,87.12791,20-08-2026,20:10,N21,VIIRS,n,N,309.82,289.81,1.37,0.52,0.41,2.0NRT
FIRMS_000849,23.66505,87.15543,20-08-2026,20:10,N21,VIIRS,n,N,308.46,290.54,1.8,0.52,0.41,2.0NRT
FIRMS_000850,23.66412,87.16042,20-08-2026,20:10,N21,VIIRS,n,N,311.05,290,1.8,0.52,0.41,2.0NRT
FIRMS_000851,23.6613,87.1546,20-08-2026,20:10,N21,VIIRS,n,N,318.36,290.45,1.8,0.52,0.41,2.0NRT
FIRMS_000852,23.80141,86.33147,20-08-2026,20:10,N21,VIIRS,n,N,304.54,285.5,1.7,0.47,0.4,2.0NRT
FIRMS_000853,23.76533,86.40251,20-08-2026,20:10,N21,VIIRS,n,N,309.3,287.56,2.34,0.48,0.4,2.0NRT
FIRMS_000854,23.76171,86.40175,20-08-2026,20:10,N21,VIIRS,n,N,326.99,289.94,2.4,0.48,0.4,2.0NRT
FIRMS_000855,23.7609,86.40632,20-08-2026,20:10,N21,VIIRS,n,N,302.07,285.87,2.4,0.48,0.4,2.0NRT
FIRMS_000856,23.7581,86.40099,20-08-2026,20:10,N21,VIIRS,n,N,314.97,290.15,2.4,0.48,0.4,2.0NRT
FIRMS_000857,23.75729,86.40557,20-08-2026,20:10,N21,VIIRS,n,N,315.89,287.86,2.4,0.48,0.4,2.0NRT
FIRMS_000858,23.66539,86.91727,20-08-2026,20:10,N21,VIIRS,n,N,309.68,287.72,2.82,0.51,0.41,2.0NRT
FIRMS_000859,23.73705,86.43478,20-08-2026,20:10,N21,VIIRS,n,N,312.29,287.16,2.89,0.48,0.4,2.0NRT
FIRMS_000860,23.72423,86.42248,20-08-2026,20:10,N21,VIIRS,n,N,309.72,290.33,3.56,0.48,0.4,2.0NRT
FIRMS_000861,23.71616,86.42556,20-08-2026,20:10,N21,VIIRS,n,N,306.37,290.44,4.23,0.48,0.4,2.0NRT
FIRMS_000862,23.71254,86.42478,20-08-2026,20:10,N21,VIIRS,n,N,305.15,288.87,3.71,0.48,0.4,2.0NRT
FIRMS_000863,23.55925,87.24075,20-08-2026,20:10,N21,VIIRS,n,N,311.41,288.16,2.45,0.53,0.42,2.0NRT
FIRMS_000864,23.55074,87.24416,20-08-2026,20:10,N21,VIIRS,n,N,303.92,285.57,1.82,0.53,0.42,2.0NRT
FIRMS_000865,23.6886,86.39101,20-08-2026,20:10,N21,VIIRS,n,N,315.84,290.84,2.54,0.48,0.4,2.0NRT
FIRMS_000866,23.56099,87.08415,20-08-2026,20:10,N21,VIIRS,n,N,313.51,290.18,3.43,0.52,0.41,2.0NRT
FIRMS_000867,23.68499,86.39027,20-08-2026,20:10,N21,VIIRS,n,N,305.18,288.39,2.54,0.48,0.4,2.0NRT
FIRMS_000868,23.68416,86.39481,20-08-2026,20:10,N21,VIIRS,n,N,311.34,288.93,3.11,0.48,0.4,2.0NRT
FIRMS_000869,23.67692,86.39332,20-08-2026,20:10,N21,VIIRS,n,N,305.64,287.99,1.94,0.48,0.4,2.0NRT
FIRMS_000870,23.67608,86.39792,20-08-2026,20:10,N21,VIIRS,n,N,306.97,288.01,1.94,0.48,0.4,2.0NRT
FIRMS_000871,23.82633,85.49837,20-08-2026,20:10,N21,VIIRS,n,N,305.02,284.8,1.07,0.44,0.38,2.0NRT
FIRMS_000872,23.82286,85.49767,20-08-2026,20:10,N21,VIIRS,n,N,305.53,285.43,1.07,0.44,0.38,2.0NRT
FIRMS_000873,23.82524,85.49557,20-08-2026,20:10,N21,VIIRS,n,N,301.84,284.86,0.87,0.44,0.38,2.0NRT
FIRMS_000874,23.82452,85.4998,20-08-2026,20:10,N21,VIIRS,n,N,302.72,284.85,0.87,0.44,0.38,2.0NRT
FIRMS_000875,23.82177,85.49487,20-08-2026,20:10,N21,VIIRS,n,N,304.98,286.16,0.87,0.44,0.38,2.0NRT
FIRMS_000876,23.75942,85.85556,20-08-2026,20:10,N21,VIIRS,n,N,309.48,290.62,2.06,0.45,0.39,2.0NRT
FIRMS_000877,23.75665,85.85047,20-08-2026,20:10,N21,VIIRS,n,N,309.93,290.4,2.03,0.45,0.39,2.0NRT
FIRMS_000878,23.64684,85.43806,20-08-2026,20:10,N21,VIIRS,n,N,326.78,290.76,3.8,0.44,0.38,2.0NRT
FIRMS_000879,23.66311,84.99789,20-08-2026,20:10,N21,VIIRS,n,N,304.41,288.81,0.61,0.42,0.38,2.0NRT
FIRMS_000880,24.7619,74.60608,20-08-2026,20:10,N21,VIIRS,n,N,298.2,276.94,0.52,0.59,0.53,2.0NRT
FIRMS_000881,22.87224,86.06081,20-08-2026,20:10,N21,VIIRS,n,N,306.17,284.64,1.14,0.47,0.4,2.0NRT
FIRMS_000882,22.79629,86.2084,20-08-2026,20:10,N21,VIIRS,n,N,339.22,290.46,4.63,0.48,0.4,2.0NRT
FIRMS_000883,22.79431,86.19839,20-08-2026,20:10,N21,VIIRS,n,N,310.02,290.58,5.16,0.48,0.4,2.0NRT
FIRMS_000884,22.79184,86.21223,20-08-2026,20:10,N21,VIIRS,n,N,306.09,289.27,4.63,0.48,0.4,2.0NRT
FIRMS_000885,22.79068,86.19763,20-08-2026,20:10,N21,VIIRS,n,N,330.28,291.04,4.25,0.48,0.4,2.0NRT
FIRMS_000886,22.78706,86.19686,20-08-2026,20:10,N21,VIIRS,n,N,311.46,289.85,4.25,0.48,0.4,2.0NRT
FIRMS_000887,22.06585,83.70532,20-08-2026,20:10,N21,VIIRS,n,N,313.22,289.64,1.34,0.4,0.37,2.0NRT
FIRMS_000888,22.04119,83.73617,20-08-2026,20:10,N21,VIIRS,n,N,306.18,290.15,1.59,0.4,0.37,2.0NRT
FIRMS_000889,22.0391,83.72788,20-08-2026,20:10,N21,VIIRS,n,N,312.31,289.86,1.42,0.4,0.37,2.0NRT
FIRMS_000890,22.03848,83.7317,20-08-2026,20:10,N21,VIIRS,n,N,307.47,289.7,1.63,0.4,0.37,2.0NRT
FIRMS_000891,22.01404,83.75465,20-08-2026,20:10,N21,VIIRS,n,N,308.83,287.74,1.7,0.4,0.37,2.0NRT
FIRMS_000892,21.96282,83.77252,20-08-2026,20:10,N21,VIIRS,n,N,306.73,288.21,0.97,0.4,0.37,2.0NRT
FIRMS_000893,21.8591,83.96842,20-08-2026,20:10,N21,VIIRS,n,N,304.7,291.23,1.31,0.4,0.37,2.0NRT
FIRMS_000894,21.79336,83.9878,20-08-2026,20:10,N21,VIIRS,n,N,305.66,291.11,1.61,0.41,0.37,2.0NRT
FIRMS_000895,21.80221,83.89371,20-08-2026,20:10,N21,VIIRS,n,N,305.17,290.04,1.19,0.4,0.37,2.0NRT
FIRMS_000896,21.80106,83.89022,20-08-2026,20:10,N21,VIIRS,n,N,305.92,288.97,1.43,0.4,0.37,2.0NRT
FIRMS_000897,21.76922,84.01998,20-08-2026,20:10,N21,VIIRS,n,N,300.88,290.44,1.59,0.41,0.37,2.0NRT
FIRMS_000898,21.76586,84.01934,20-08-2026,20:10,N21,VIIRS,n,N,304.85,290.56,1.82,0.41,0.37,2.0NRT
FIRMS_000899,21.75037,83.84077,20-08-2026,20:10,N21,VIIRS,n,N,300.67,288.68,2.1,0.4,0.37,2.0NRT
FIRMS_000900,21.74638,83.84399,20-08-2026,20:10,N21,VIIRS,n,N,326.34,289.81,1.82,0.4,0.37,2.0NRT
FIRMS_000901,21.74702,83.84013,20-08-2026,20:10,N21,VIIRS,n,N,309.34,289.45,3.43,0.4,0.37,2.0NRT
FIRMS_000902,21.74303,83.84335,20-08-2026,20:10,N21,VIIRS,n,N,304.43,288.23,1.82,0.4,0.37,2.0NRT
FIRMS_000903,20.97016,86.00092,20-08-2026,20:10,N21,VIIRS,n,N,312.49,283.12,2.74,0.5,0.41,2.0NRT
FIRMS_000904,20.95068,86.04578,20-08-2026,20:10,N21,VIIRS,n,N,300.59,270.61,1.14,0.5,0.41,2.0NRT
FIRMS_000905,20.94982,86.05055,20-08-2026,20:10,N21,VIIRS,n,N,299.85,268.88,0.86,0.5,0.41,2.0NRT
FIRMS_000906,21.10216,72.6443,20-08-2026,20:10,N21,VIIRS,n,N,305.35,279.48,2.06,0.36,0.57,2.0NRT
FIRMS_000907,19.92169,79.11499,20-08-2026,20:10,N21,VIIRS,n,N,303.53,287.62,0.63,0.43,0.38,2.0NRT
FIRMS_000908,23.68058,86.09518,20-08-2026,20:10,N21,VIIRS,n,N,309.33,288.29,2.25,0.46,0.39,2.0NRT
FIRMS_000909,23.679,86.10411,20-08-2026,20:10,N21,VIIRS,n,N,318.72,289.66,3.68,0.46,0.39,2.0NRT
FIRMS_000910,23.74444,85.50512,20-08-2026,20:10,N21,VIIRS,n,N,305.57,289.87,0.87,0.44,0.38,2.0NRT
FIRMS_000911,23.55139,86.54254,20-08-2026,20:10,N21,VIIRS,n,N,305.38,286.48,1.88,0.49,0.4,2.0NRT
FIRMS_000912,23.69462,85.36964,20-08-2026,20:10,N21,VIIRS,n,N,322.14,291.01,2.69,0.43,0.38,2.0NRT
FIRMS_000913,23.66319,85.5509,20-08-2026,20:10,N21,VIIRS,n,N,305.72,290.82,1.52,0.44,0.38,2.0NRT
FIRMS_000914,23.69721,85.29251,20-08-2026,20:10,N21,VIIRS,n,N,305.06,290.94,1.33,0.43,0.38,2.0NRT
FIRMS_000915,23.69448,85.28766,20-08-2026,20:10,N21,VIIRS,n,N,307.33,291.26,1.44,0.43,0.38,2.0NRT
FIRMS_000916,23.73912,85.00741,20-08-2026,20:10,N21,VIIRS,n,N,310.68,288.69,1.92,0.42,0.38,2.0NRT
FIRMS_000917,23.65031,85.43877,20-08-2026,20:10,N21,VIIRS,n,N,305.48,290.05,1.2,0.44,0.38,2.0NRT
FIRMS_000918,15.3342,76.2842,20-08-2026,20:12,N21,VIIRS,n,N,308.27,290.18,1.35,0.53,0.42,2.0NRT
FIRMS_000919,15.33131,76.28654,20-08-2026,20:12,N21,VIIRS,n,N,307.73,290.18,1.93,0.53,0.42,2.0NRT
FIRMS_000920,15.17873,77.10238,20-08-2026,20:12,N21,VIIRS,n,N,306.46,291.4,1.25,0.48,0.4,2.0NRT
FIRMS_000921,15.17508,77.10185,20-08-2026,20:12,N21,VIIRS,n,N,306.65,291.37,1.02,0.48,0.4,2.0NRT
FIRMS_000922,15.18217,76.66879,20-08-2026,20:12,N21,VIIRS,n,N,310.68,286.69,2.89,0.5,0.41,2.0NRT
FIRMS_000923,15.17657,76.65381,20-08-2026,20:12,N21,VIIRS,n,N,315.11,292.56,3.37,0.5,0.41,2.0NRT
FIRMS_000924,15.17594,76.65845,20-08-2026,20:12,N21,VIIRS,n,N,313.18,291.77,4.29,0.5,0.41,2.0NRT
FIRMS_000925,15.175,76.65512,20-08-2026,20:12,N21,VIIRS,n,N,311.85,292.12,3.48,0.5,0.41,2.0NRT
FIRMS_000926,15.17435,76.65977,20-08-2026,20:12,N21,VIIRS,n,N,304.97,290.84,3.04,0.5,0.41,2.0NRT
FIRMS_000927,13.39201,80.10139,20-08-2026,20:12,N21,VIIRS,n,N,313.52,293.14,2.74,0.38,0.36,2.0NRT
FIRMS_000928,16.35903,81.28316,20-08-2026,20:12,N21,VIIRS,n,N,312.12,291.7,2.97,0.39,0.36,2.0NRT
FIRMS_000929,17.96913,83.15405,20-08-2026,20:12,N21,VIIRS,n,N,305.12,286.79,2.23,0.41,0.37,2.0NRT
FIRMS_000930,17.95719,80.79021,20-08-2026,20:12,N21,VIIRS,n,N,310.95,288.65,1.85,0.39,0.36,2.0NRT
FIRMS_000931,17.95664,80.79382,20-08-2026,20:12,N21,VIIRS,n,N,317.42,286.31,1.85,0.39,0.36,2.0NRT
FIRMS_000932,17.95608,80.79744,20-08-2026,20:12,N21,VIIRS,n,N,305.05,283.97,1.41,0.39,0.36,2.0NRT
FIRMS_000933,18.68787,73.02982,20-08-2026,20:12,N21,VIIRS,n,N,299.67,286.97,2.22,0.63,0.54,2.0NRT
FIRMS_000934,18.6829,73.02922,20-08-2026,20:12,N21,VIIRS,n,N,304.41,290.29,2.22,0.63,0.54,2.0NRT
FIRMS_000935,8.74207,77.59879,20-08-2026,20:14,N21,VIIRS,n,N,303.05,270.13,1.11,0.4,0.37,2.0NRT
FIRMS_000936,8.73869,77.59828,20-08-2026,20:14,N21,VIIRS,n,N,315.6,272.63,1.11,0.4,0.37,2.0NRT
FIRMS_000937,8.73815,77.60192,20-08-2026,20:14,N21,VIIRS,n,N,305.13,271.98,1.11,0.4,0.37,2.0NRT
FIRMS_000938,12.03978,79.0528,20-08-2026,20:14,N21,VIIRS,n,N,296.42,276.78,0.65,0.39,0.36,2.0NRT
FIRMS_000939,9.27709,78.06376,20-08-2026,20:14,N21,VIIRS,n,N,305.94,276.75,0.86,0.4,0.37,2.0NRT
FIRMS_000940,8.74152,77.60243,20-08-2026,20:14,N21,VIIRS,n,N,299.08,268.76,1.11,0.4,0.37,2.0NRT
FIRMS_000941,12.91629,77.42502,20-08-2026,20:14,N21,VIIRS,n,N,301.72,288.99,0.65,0.44,0.38,2.0NRT
FIRMS_000942,12.74548,77.62041,20-08-2026,20:14,N21,VIIRS,n,N,311.39,286.21,1.3,0.43,0.38,2.0NRT
FIRMS_000943,12.68491,76.4514,20-08-2026,20:14,N21,VIIRS,n,N,311.27,282.46,1.91,0.48,0.4,2.0NRT
FIRMS_000944,12.04919,79.05791,20-08-2026,20:14,N21,VIIRS,n,N,307.8,277.73,1.4,0.39,0.36,2.0NRT
FIRMS_000945,29.91009,74.95052,20-08-2026,21:48,N21,VIIRS,n,N,314.37,284.39,4.09,0.76,0.77,2.0NRT
FIRMS_000946,29.9104,74.95412,20-08-2026,21:48,N21,VIIRS,n,N,317.88,284.31,4.68,0.76,0.77,2.0NRT
FIRMS_000947,25.93938,72.19437,20-08-2026,21:50,N21,VIIRS,n,N,309.92,290.38,2.26,0.66,0.73,2.0NRT
FIRMS_000948,9.55699,78.28705,21-08-2026,07:20,N21,VIIRS,n,D,331.02,283.98,2.68,0.56,0.69,2.0NRT
FIRMS_000949,9.91547,77.8808,21-08-2026,07:20,N21,VIIRS,n,D,330.27,297.11,5.53,0.59,0.7,2.0NRT
FIRMS_000950,10.0502,77.95194,21-08-2026,07:20,N21,VIIRS,h,D,367,294.07,13.76,0.58,0.7,2.0NRT
FIRMS_000951,10.02387,77.57968,21-08-2026,07:20,N21,VIIRS,n,D,350.54,297.52,13.65,0.62,0.71,2.0NRT
FIRMS_000952,10.01859,77.58141,21-08-2026,07:20,N21,VIIRS,n,D,343.03,296.89,17.06,0.62,0.71,2.0NRT
FIRMS_000953,10.40672,77.98721,21-08-2026,07:20,N21,VIIRS,n,D,336.6,291.87,3.91,0.57,0.69,2.0NRT
FIRMS_000954,11.71467,79.12849,21-08-2026,07:20,N21,VIIRS,n,D,333.78,294.15,6.81,0.45,0.63,2.0NRT
FIRMS_000955,11.77683,78.67175,21-08-2026,07:20,N21,VIIRS,n,D,345.59,291.44,6.7,0.48,0.65,2.0NRT
FIRMS_000956,11.7761,78.67162,21-08-2026,07:20,N21,VIIRS,n,D,339.85,291.28,5.95,0.48,0.65,2.0NRT
FIRMS_000957,12.3086,79.8354,21-08-2026,07:20,N21,VIIRS,n,D,331.79,291.55,2.32,0.39,0.59,2.0NRT
FIRMS_000958,9.46267,77.93827,21-08-2026,07:20,N21,VIIRS,n,D,334.28,296.67,4.1,0.6,0.7,2.0NRT
FIRMS_000959,13.40486,80.21468,21-08-2026,07:20,N21,VIIRS,n,D,330.46,284.92,3.1,0.35,0.57,2.0NRT
FIRMS_000960,14.6078,79.66063,21-08-2026,07:20,N21,VIIRS,n,D,342.95,294.46,6.46,0.36,0.58,2.0NRT
FIRMS_000961,14.67207,79.82387,21-08-2026,07:20,N21,VIIRS,n,D,330.08,293.88,2.82,0.35,0.57,2.0NRT
FIRMS_000962,14.68743,79.7369,21-08-2026,07:20,N21,VIIRS,n,D,336.25,292.67,3.61,0.36,0.57,2.0NRT
FIRMS_000963,14.6885,79.73643,21-08-2026,07:20,N21,VIIRS,n,D,335.87,291.89,2.77,0.36,0.57,2.0NRT
FIRMS_000964,9.46023,77.93821,21-08-2026,07:20,N21,VIIRS,n,D,336.12,297.78,5.13,0.6,0.7,2.0NRT
FIRMS_000965,14.78502,79.98163,21-08-2026,07:20,N21,VIIRS,n,D,334.18,294.46,2.91,0.34,0.56,2.0NRT
FIRMS_000966,14.75264,79.70685,21-08-2026,07:20,N21,VIIRS,n,D,332.97,291.83,3.81,0.36,0.57,2.0NRT
FIRMS_000967,23.77802,86.21037,21-08-2026,07:22,N21,VIIRS,n,D,333.93,295.58,4.46,0.39,0.36,2.0NRT
FIRMS_000968,14.52584,77.43586,21-08-2026,07:22,N21,VIIRS,h,D,367,290.84,15.67,0.52,0.67,2.0NRT
FIRMS_000969,14.52769,77.43334,21-08-2026,07:22,N21,VIIRS,n,D,338.86,290.86,7.56,0.52,0.67,2.0NRT
FIRMS_000970,15.10624,79.37469,21-08-2026,07:22,N21,VIIRS,n,D,344.85,290.84,6.03,0.37,0.58,2.0NRT
FIRMS_000971,15.81428,80.01816,21-08-2026,07:22,N21,VIIRS,n,D,330.86,294.34,2.83,0.33,0.55,2.0NRT
FIRMS_000972,15.74401,79.29642,21-08-2026,07:22,N21,VIIRS,n,D,350.7,296.12,7.04,0.37,0.58,2.0NRT
FIRMS_000973,16.60639,79.74261,21-08-2026,07:22,N21,VIIRS,n,D,332.67,295.56,2.15,0.33,0.55,2.0NRT
FIRMS_000974,17.49645,82.98081,21-08-2026,07:22,N21,VIIRS,n,D,339.61,295.66,3.86,0.39,0.44,2.0NRT
FIRMS_000975,17.23297,79.42318,21-08-2026,07:22,N21,VIIRS,n,D,333.05,294.1,2.64,0.34,0.56,2.0NRT
FIRMS_000976,22.24823,87.38765,21-08-2026,07:22,N21,VIIRS,n,D,331.95,292.07,3.08,0.38,0.36,2.0NRT
FIRMS_000977,23.48346,87.3627,21-08-2026,07:22,N21,VIIRS,n,D,337.08,297.47,5.06,0.39,0.36,2.0NRT
FIRMS_000978,23.66353,87.1547,21-08-2026,07:22,N21,VIIRS,n,D,340.74,298.79,6.18,0.39,0.36,2.0NRT
FIRMS_000979,23.67512,86.4021,21-08-2026,07:22,N21,VIIRS,n,D,330.3,296.81,5.73,0.38,0.36,2.0NRT
FIRMS_000980,23.67783,86.39777,21-08-2026,07:22,N21,VIIRS,n,D,338.05,296.2,8.01,0.38,0.36,2.0NRT
FIRMS_000981,23.68382,86.39285,21-08-2026,07:22,N21,VIIRS,n,D,330.91,292.82,5.77,0.38,0.36,2.0NRT
FIRMS_000982,23.70941,86.44951,21-08-2026,07:22,N21,VIIRS,n,D,331.8,291.54,3.16,0.38,0.36,2.0NRT
FIRMS_000983,23.7604,86.4017,21-08-2026,07:22,N21,VIIRS,n,D,335.74,293.96,5.92,0.38,0.36,2.0NRT
FIRMS_000984,23.76426,86.40483,21-08-2026,07:22,N21,VIIRS,n,D,342.4,294.13,5.37,0.38,0.36,2.0NRT
FIRMS_000985,23.76754,86.40423,21-08-2026,07:22,N21,VIIRS,n,D,332.34,293.08,2.7,0.38,0.36,2.0NRT
FIRMS_000986,23.77894,86.39065,21-08-2026,07:22,N21,VIIRS,n,D,339.02,293,5.67,0.38,0.36,2.0NRT
FIRMS_000987,23.78723,85.55419,21-08-2026,07:24,N21,VIIRS,l,D,331.56,297.75,5.91,0.39,0.36,2.0NRT
FIRMS_000988,25.79926,94.77165,21-08-2026,07:24,N21,VIIRS,n,D,330.64,292.82,5.49,0.61,0.53,2.0NRT
FIRMS_000989,23.7813,86.20977,21-08-2026,07:24,N21,VIIRS,n,D,339.27,296.76,4.46,0.39,0.36,2.0NRT
FIRMS_000990,23.75637,85.85545,21-08-2026,07:24,N21,VIIRS,l,D,331.17,298.73,9.23,0.39,0.36,2.0NRT
FIRMS_000991,29.04118,75.70134,21-08-2026,07:26,N21,VIIRS,n,D,349.66,291.73,6.91,0.33,0.55,2.0NRT
FIRMS_000992,27.68631,72.68755,21-08-2026,07:26,N21,VIIRS,n,D,335.23,294.36,2.79,0.54,0.68,2.0NRT
FIRMS_000993,26.37232,71.21835,21-08-2026,09:05,N21,VIIRS,n,D,330.16,294.38,2.65,0.4,0.6,2.0NRT
FIRMS_000994,27.43703,70.86094,21-08-2026,09:07,N21,VIIRS,n,D,345.55,300.8,3.58,0.39,0.59,2.0NRT
FIRMS_000995,23.64766,85.43689,21-08-2026,19:49,N21,VIIRS,n,N,313.62,281.92,1.65,0.41,0.37,2.0NRT
FIRMS_000996,23.67986,86.09519,21-08-2026,19:49,N21,VIIRS,n,N,319.22,290.36,4.94,0.4,0.37,2.0NRT
FIRMS_000997,23.73866,86.43509,21-08-2026,19:49,N21,VIIRS,n,N,306.43,264.86,1.37,0.39,0.36,2.0NRT
FIRMS_000998,23.73534,86.4345,21-08-2026,19:49,N21,VIIRS,n,N,304.61,270,1.37,0.39,0.36,2.0NRT
FIRMS_000999,23.72436,86.44046,21-08-2026,19:49,N21,VIIRS,n,N,306.09,278.36,2.41,0.39,0.36,2.0NRT
FIRMS_001000,23.7127,86.45013,21-08-2026,19:49,N21,VIIRS,n,N,316.83,279.57,2.39,0.39,0.36,2.0NRT
FIRMS_001001,23.70938,86.44955,21-08-2026,19:49,N21,VIIRS,n,N,318.48,282.9,2.5,0.39,0.36,2.0NRT
FIRMS_001002,23.68358,86.39426,21-08-2026,19:49,N21,VIIRS,n,N,309.69,287.44,2.39,0.39,0.36,2.0NRT
FIRMS_001003,23.56226,87.08412,21-08-2026,19:49,N21,VIIRS,n,N,315.95,288.09,3.93,0.38,0.36,2.0NRT
FIRMS_001004,23.68155,86.08361,21-08-2026,19:49,N21,VIIRS,n,N,333.34,289.93,3.81,0.4,0.37,2.0NRT
FIRMS_001005,25.5407,91.23618,21-08-2026,19:49,N21,VIIRS,n,N,306.25,287.63,1.3,0.46,0.39,2.0NRT
FIRMS_001006,23.67765,86.08691,21-08-2026,19:49,N21,VIIRS,n,N,310.23,290.24,3.81,0.4,0.37,2.0NRT
FIRMS_001007,23.67513,86.08725,21-08-2026,19:49,N21,VIIRS,n,N,315.89,290.53,4.09,0.4,0.37,2.0NRT
FIRMS_001008,23.6673,86.09382,21-08-2026,19:49,N21,VIIRS,n,N,309.03,290.14,3.18,0.4,0.37,2.0NRT
FIRMS_001009,23.5531,86.53947,21-08-2026,19:49,N21,VIIRS,n,N,305.74,285.35,2.72,0.39,0.36,2.0NRT
FIRMS_001010,23.6559,85.50668,21-08-2026,19:49,N21,VIIRS,n,N,315.01,288.54,1.53,0.41,0.37,2.0NRT
FIRMS_001011,23.64708,85.44088,21-08-2026,19:49,N21,VIIRS,n,N,321.18,283.61,1.65,0.41,0.37,2.0NRT
FIRMS_001012,22.36089,87.01716,21-08-2026,19:51,N21,VIIRS,n,N,311.46,280.02,0.94,0.38,0.36,2.0NRT
FIRMS_001013,22.24465,87.3873,21-08-2026,19:51,N21,VIIRS,n,N,313.65,280.42,1.69,0.38,0.36,2.0NRT
FIRMS_001014,22.0553,88.1225,21-08-2026,19:51,N21,VIIRS,n,N,308.18,281.43,1.3,0.39,0.36,2.0NRT
FIRMS_001015,22.05469,88.12626,21-08-2026,19:51,N21,VIIRS,n,N,310.4,280.81,1.51,0.39,0.36,2.0NRT
FIRMS_001016,18.57163,74.18153,21-08-2026,19:51,N21,VIIRS,n,N,310.06,284.01,2.1,0.54,0.68,2.0NRT
FIRMS_001017,18.80127,74.25323,21-08-2026,19:51,N21,VIIRS,n,N,300.25,277.53,1.25,0.54,0.68,2.0NRT
FIRMS_001018,22.00436,82.67083,21-08-2026,19:51,N21,VIIRS,n,N,309.23,290.14,2.28,0.52,0.41,2.0NRT
FIRMS_001019,22.35731,82.30456,21-08-2026,19:51,N21,VIIRS,n,N,298.19,283.77,1.99,0.55,0.42,2.0NRT
FIRMS_001020,22.37758,87.2785,21-08-2026,19:51,N21,VIIRS,n,N,330.19,281.17,3.97,0.38,0.36,2.0NRT
FIRMS_001021,22.377,87.2822,21-08-2026,19:51,N21,VIIRS,n,N,310.92,280.1,1.55,0.38,0.36,2.0NRT
FIRMS_001022,22.36752,87.29948,21-08-2026,19:51,N21,VIIRS,n,N,316.76,281.16,1.55,0.38,0.36,2.0NRT
FIRMS_001023,22.36423,87.29889,21-08-2026,19:51,N21,VIIRS,n,N,310.36,281.16,1.55,0.38,0.36,2.0NRT
FIRMS_001024,22.36365,87.30258,21-08-2026,19:51,N21,VIIRS,n,N,316.32,281.78,2.29,0.38,0.36,2.0NRT
FIRMS_001025,22.35882,87.29031,21-08-2026,19:51,N21,VIIRS,n,N,307.56,280,1.11,0.38,0.36,2.0NRT
FIRMS_001026,22.35824,87.294,21-08-2026,19:51,N21,VIIRS,n,N,304.88,280.46,0.73,0.38,0.36,2.0NRT
FIRMS_001027,22.36418,87.01775,21-08-2026,19:51,N21,VIIRS,n,N,304.88,279.03,0.94,0.38,0.36,2.0NRT
FIRMS_001028,15.18496,76.67664,21-08-2026,19:53,N21,VIIRS,n,N,314.14,290.49,1.6,0.34,0.56,2.0NRT
FIRMS_001029,15.168,76.37878,21-08-2026,19:53,N21,VIIRS,n,N,310.47,289.63,2.12,0.35,0.57,2.0NRT
FIRMS_001030,15.06977,76.86726,21-08-2026,19:53,N21,VIIRS,n,N,303.67,288.87,1,0.32,0.55,2.0NRT
FIRMS_001031,14.87368,78.0514,21-08-2026,19:53,N21,VIIRS,n,N,299.72,280.11,0.81,0.54,0.51,2.0NRT
FIRMS_001032,15.17816,76.67384,21-08-2026,19:53,N21,VIIRS,n,N,307.54,291.07,1.37,0.34,0.56,2.0NRT
FIRMS_001033,15.17781,76.67696,21-08-2026,19:53,N21,VIIRS,n,N,316.7,291.22,1.37,0.34,0.56,2.0NRT
FIRMS_001034,15.02195,78.01622,21-08-2026,19:53,N21,VIIRS,n,N,304.53,287.99,1.8,0.54,0.51,2.0NRT
FIRMS_001035,15.02365,78.01412,21-08-2026,19:53,N21,VIIRS,n,N,306.23,288,1.89,0.54,0.51,2.0NRT
FIRMS_001036,15.18721,76.65808,21-08-2026,19:53,N21,VIIRS,n,N,305.95,291.46,1.44,0.34,0.56,2.0NRT
FIRMS_001037,15.18097,76.6668,21-08-2026,19:53,N21,VIIRS,n,N,326.66,290.73,3.3,0.34,0.56,2.0NRT
FIRMS_001038,15.18022,76.67299,21-08-2026,19:53,N21,VIIRS,n,N,317.38,291.75,2.05,0.34,0.56,2.0NRT
FIRMS_001039,15.17734,76.65386,21-08-2026,19:53,N21,VIIRS,n,N,317.14,290.91,1.96,0.34,0.56,2.0NRT
