event_id,latitude,longitude,acq_date,acq_time_utc,satellite,instrument,confidence,daynight,brightness,bright_t31_k,frp_mw,scan,track,version
FIRMS_000642,23.66496,87.15575,25-08-2026,19:32,N20,VIIRS,n,N,310.24,276.63,1.93,0.46,0.47,2.0NRT
FIRMS_000643,23.61165,87.14617,25-08-2026,19:32,N20,VIIRS,n,N,298.73,274.79,0.41,0.46,0.47,2.0NRT
FIRMS_000644,23.56146,87.23864,25-08-2026,19:32,N20,VIIRS,n,N,298.85,276.18,0.59,0.45,0.47,2.0NRT
FIRMS_000645,22.78985,86.19658,25-08-2026,19:32,N20,VIIRS,n,N,299.79,278.86,1.59,0.51,0.49,2.0NRT
FIRMS_000646,22.7893,86.20161,25-08-2026,19:32,N20,VIIRS,n,N,298.23,279.01,0.92,0.51,0.49,2.0NRT
FIRMS_000647,22.78875,86.20664,25-08-2026,19:32,N20,VIIRS,n,N,298.14,276.01,0.92,0.51,0.49,2.0NRT
FIRMS_000648,22.3689,87.30096,25-08-2026,19:32,N20,VIIRS,n,N,305.95,288.76,2.38,0.43,0.46,2.0NRT
FIRMS_000649,22.36469,87.30035,25-08-2026,19:32,N20,VIIRS,n,N,317.29,288.75,3.38,0.43,0.46,2.0NRT
FIRMS_000650,22.35725,87.29079,25-08-2026,19:32,N20,VIIRS,n,N,305.1,287.79,1.92,0.43,0.46,2.0NRT
FIRMS_000651,21.74762,83.84057,25-08-2026,19:32,N20,VIIRS,n,N,298.87,279.45,0.68,0.35,0.57,2.0NRT
FIRMS_000652,21.39248,81.64462,25-08-2026,19:32,N20,VIIRS,n,N,301.02,277.24,0.73,0.48,0.65,2.0NRT
FIRMS_000653,21.37752,81.67648,25-08-2026,19:32,N20,VIIRS,n,N,303.65,277.68,1.85,0.48,0.65,2.0NRT
FIRMS_000654,21.19596,81.41667,25-08-2026,19:32,N20,VIIRS,n,N,327.82,281.6,2.93,0.5,0.66,2.0NRT
FIRMS_000655,21.19639,81.41189,25-08-2026,19:32,N20,VIIRS,n,N,307.28,281.28,2.93,0.5,0.66,2.0NRT
FIRMS_000656,21.3352,78.96751,25-08-2026,19:32,N20,VIIRS,n,N,301.03,280.3,2.37,0.72,0.76,2.0NRT
FIRMS_000657,17.6105,83.20296,25-08-2026,19:32,N20,VIIRS,n,N,318.58,287.06,1.83,0.34,0.56,2.0NRT
FIRMS_000658,17.60567,83.19904,25-08-2026,19:32,N20,VIIRS,n,N,306.36,285.52,1.83,0.34,0.56,2.0NRT
FIRMS_000659,34.47789,73.86224,25-08-2026,21:08,N20,VIIRS,n,N,296.97,286.25,6.61,0.42,0.38,2.0NRT
FIRMS_000660,34.47523,73.85731,25-08-2026,21:08,N20,VIIRS,n,N,331.54,291.71,6.61,0.42,0.38,2.0NRT
FIRMS_000661,34.47445,73.86165,25-08-2026,21:08,N20,VIIRS,n,N,303.5,288.2,6.61,0.42,0.38,2.0NRT
FIRMS_000662,34.47186,73.85632,25-08-2026,21:08,N20,VIIRS,n,N,298.24,287.8,1.3,0.42,0.38,2.0NRT
FIRMS_000663,25.9438,72.19157,25-08-2026,21:12,N20,VIIRS,n,N,304.35,280.35,0.77,0.45,0.39,2.0NRT
FIRMS_000664,21.18221,81.38339,25-08-2026,21:12,N20,VIIRS,n,N,302.23,282.69,3.38,0.65,0.73,2.0NRT
FIRMS_000665,23.49973,68.57806,25-08-2026,21:12,N20,VIIRS,n,N,299.67,289.53,0.72,0.38,0.36,2.0NRT
FIRMS_000666,22.92767,70.10764,25-08-2026,21:12,N20,VIIRS,n,N,315.24,293.46,1.1,0.41,0.37,2.0NRT
FIRMS_000667,22.92693,69.82433,25-08-2026,21:12,N20,VIIRS,n,N,307.02,294.39,2.03,0.4,0.37,2.0NRT
FIRMS_000668,22.93445,69.69788,25-08-2026,21:12,N20,VIIRS,n,N,330.6,293.92,3.76,0.4,0.37,2.0NRT
FIRMS_000669,22.9338,69.70174,25-08-2026,21:12,N20,VIIRS,n,N,317.05,294.03,2.97,0.4,0.37,2.0NRT
FIRMS_000670,22.9311,69.69724,25-08-2026,21:12,N20,VIIRS,n,N,306.28,294.03,1.76,0.4,0.37,2.0NRT
FIRMS_000671,22.3412,69.85442,25-08-2026,21:12,N20,VIIRS,n,N,306.8,291.97,2.19,0.41,0.37,2.0NRT
FIRMS_000672,22.33997,69.85574,25-08-2026,21:12,N20,VIIRS,n,N,308.37,292.92,3.06,0.41,0.37,2.0NRT
FIRMS_000673,22.42014,69.04203,25-08-2026,21:12,N20,VIIRS,n,N,302.36,284.81,0.79,0.39,0.36,2.0NRT
FIRMS_000674,22.41745,69.03764,25-08-2026,21:12,N20,VIIRS,n,N,310.21,285.03,0.7,0.39,0.36,2.0NRT
FIRMS_000675,21.10566,72.6433,25-08-2026,21:12,N20,VIIRS,n,N,330.23,288.03,9.44,0.56,0.43,2.0NRT
FIRMS_000676,21.10278,72.63721,25-08-2026,21:12,N20,VIIRS,n,N,322.81,288.84,5.36,0.56,0.43,2.0NRT
FIRMS_000677,20.9112,71.45757,25-08-2026,21:12,N20,VIIRS,n,N,302.1,284.29,0.57,0.49,0.4,2.0NRT
FIRMS_000678,17.95949,80.79189,25-08-2026,21:14,N20,VIIRS,n,N,304.32,282.64,2.56,0.7,0.75,2.0NRT
FIRMS_000679,17.95897,80.78802,25-08-2026,21:14,N20,VIIRS,n,N,301.14,282.43,3.86,0.7,0.75,2.0NRT
FIRMS_000680,15.34013,76.27901,25-08-2026,21:14,N20,VIIRS,n,N,303.12,286.55,1.89,0.4,0.6,2.0NRT
FIRMS_000681,15.33927,76.27831,25-08-2026,21:14,N20,VIIRS,n,N,307.71,286.95,2,0.4,0.6,2.0NRT
FIRMS_000682,15.10937,76.80316,25-08-2026,21:14,N20,VIIRS,n,N,296.23,286.09,2.57,0.44,0.62,2.0NRT
FIRMS_000683,15.11204,76.8075,25-08-2026,21:14,N20,VIIRS,n,N,300.58,287.16,2.02,0.44,0.62,2.0NRT
FIRMS_000684,27.82257,95.50542,19-08-2026,06:22,N21,VIIRS,n,D,332.09,289.61,4.27,0.41,0.45,2.0NRT
FIRMS_000685,10.96018,76.78088,19-08-2026,07:58,N21,VIIRS,n,D,331.84,296.12,5.99,0.48,0.4,2.0NRT
FIRMS_000686,10.95938,76.78011,19-08-2026,07:58,N21,VIIRS,n,D,331.65,295.71,5.83,0.48,0.4,2.0NRT
FIRMS_000687,8.88492,78.10483,19-08-2026,07:58,N21,VIIRS,l,D,336.28,303.21,7.56,0.44,0.38,2.0NRT
FIRMS_000688,9.36143,78.66453,19-08-2026,07:58,N21,VIIRS,l,D,340.4,303.02,8.62,0.41,0.37,2.0NRT
FIRMS_000689,9.38254,78.68787,19-08-2026,07:58,N21,VIIRS,l,D,337.2,302.15,4.57,0.41,0.37,2.0NRT
FIRMS_000690,9.49461,78.04112,19-08-2026,07:58,N21,VIIRS,l,D,342.19,304.09,14.71,0.44,0.38,2.0NRT
FIRMS_000691,8.88693,78.10458,19-08-2026,07:58,N21,VIIRS,l,D,335.91,302.4,9.25,0.44,0.38,2.0NRT
FIRMS_000692,20.96184,86.00768,19-08-2026,08:01,N21,VIIRS,n,D,330.47,286.25,7.16,0.59,0.53,2.0NRT
FIRMS_000693,27.37795,95.08804,19-08-2026,18:45,N21,VIIRS,n,N,304.48,285.09,0.58,0.32,0.55,2.0NRT
FIRMS_000694,27.32586,95.27505,19-08-2026,18:45,N21,VIIRS,n,N,304.88,280.26,3.36,0.63,0.54,2.0NRT
FIRMS_000695,26.77066,94.50631,19-08-2026,18:45,N21,VIIRS,n,N,308.8,287.51,1.52,0.35,0.56,2.0NRT
FIRMS_000696,31.24827,76.92823,19-08-2026,20:25,N21,VIIRS,n,N,305.05,289.04,0.76,0.44,0.38,2.0NRT
FIRMS_000697,23.76431,86.40368,19-08-2026,20:27,N21,VIIRS,n,N,308.02,280.76,2.48,0.59,0.53,2.0NRT
FIRMS_000698,23.75956,86.40249,19-08-2026,20:27,N21,VIIRS,n,N,309.02,281.88,2.48,0.59,0.53,2.0NRT
FIRMS_000699,23.73811,86.43312,19-08-2026,20:27,N21,VIIRS,n,N,312.99,283.7,6.07,0.6,0.53,2.0NRT
FIRMS_000700,23.7806,86.2069,19-08-2026,20:27,N21,VIIRS,n,N,313.86,285.35,3.24,0.58,0.52,2.0NRT
FIRMS_000701,23.77945,86.21242,19-08-2026,20:27,N21,VIIRS,n,N,307.59,285.49,3.24,0.58,0.52,2.0NRT
FIRMS_000702,23.56305,87.08371,19-08-2026,20:27,N21,VIIRS,n,N,299.13,281.54,2.02,0.33,0.55,2.0NRT
FIRMS_000703,23.51684,87.27125,19-08-2026,20:27,N21,VIIRS,n,N,305.73,287.18,3.24,0.34,0.56,2.0NRT
FIRMS_000704,23.69736,86.07976,19-08-2026,20:27,N21,VIIRS,n,N,299.58,269.38,1.08,0.57,0.52,2.0NRT
FIRMS_000705,23.8231,84.57227,19-08-2026,20:27,N21,VIIRS,n,N,304.64,288.22,1.34,0.46,0.47,2.0NRT
FIRMS_000706,22.94316,85.96852,19-08-2026,20:27,N21,VIIRS,n,N,302.4,288.57,1.22,0.58,0.52,2.0NRT
FIRMS_000707,22.87371,86.06281,19-08-2026,20:27,N21,VIIRS,n,N,309.15,289.27,4.38,0.59,0.53,2.0NRT
FIRMS_000708,22.7908,86.1967,19-08-2026,20:27,N21,VIIRS,n,N,310.77,289.37,3.8,0.6,0.53,2.0NRT
FIRMS_000709,22.78961,86.20239,19-08-2026,20:27,N21,VIIRS,n,N,307.71,288.96,2.33,0.6,0.53,2.0NRT
FIRMS_000710,22.78841,86.2081,19-08-2026,20:27,N21,VIIRS,n,N,302.64,289.28,2.33,0.6,0.53,2.0NRT
FIRMS_000711,22.78364,86.20684,19-08-2026,20:27,N21,VIIRS,n,N,311.14,288.91,2.33,0.6,0.53,2.0NRT
FIRMS_000712,22.37474,87.27907,19-08-2026,20:27,N21,VIIRS,n,N,325.07,287.01,4.04,0.36,0.57,2.0NRT
FIRMS_000713,22.3755,87.27567,19-08-2026,20:27,N21,VIIRS,n,N,308.33,286.99,2.38,0.36,0.57,2.0NRT
FIRMS_000714,22.3643,87.30159,19-08-2026,20:27,N21,VIIRS,n,N,313.09,285.95,3.31,0.36,0.57,2.0NRT
FIRMS_000715,22.37883,87.28122,19-08-2026,20:27,N21,VIIRS,n,N,322.85,286.54,3.48,0.36,0.57,2.0NRT
FIRMS_000716,22.37956,87.2778,19-08-2026,20:27,N21,VIIRS,n,N,318.52,286.8,2.95,0.36,0.57,2.0NRT
FIRMS_000717,22.36413,87.29903,19-08-2026,20:27,N21,VIIRS,n,N,304.74,285.95,1.58,0.36,0.57,2.0NRT
FIRMS_000718,22.3634,87.30245,19-08-2026,20:27,N21,VIIRS,n,N,307.18,285.56,1.58,0.36,0.57,2.0NRT
FIRMS_000719,22.35531,87.28946,19-08-2026,20:27,N21,VIIRS,n,N,304.85,286.03,1.62,0.36,0.57,2.0NRT
FIRMS_000720,22.36007,87.01799,19-08-2026,20:27,N21,VIIRS,n,N,306.93,287.5,1.92,0.35,0.56,2.0NRT
FIRMS_000721,22.57461,85.8969,19-08-2026,20:27,N21,VIIRS,n,N,305.7,288.65,2.16,0.58,0.52,2.0NRT
FIRMS_000722,22.24621,87.38834,19-08-2026,20:27,N21,VIIRS,n,N,305.74,280.88,0.81,0.37,0.58,2.0NRT
FIRMS_000723,22.57429,85.89625,19-08-2026,20:27,N21,VIIRS,n,N,309.85,288.3,3.17,0.58,0.52,2.0NRT
FIRMS_000724,22.24631,87.38953,19-08-2026,20:27,N21,VIIRS,n,N,302.36,280.59,0.2,0.37,0.58,2.0NRT
FIRMS_000725,22.05219,88.1251,19-08-2026,20:27,N21,VIIRS,n,N,313.64,285.13,3.45,0.41,0.61,2.0NRT
FIRMS_000726,29.47554,76.85881,19-08-2026,20:27,N21,VIIRS,n,N,304.25,280.44,0.93,0.42,0.38,2.0NRT
FIRMS_000727,23.66281,87.15319,19-08-2026,20:27,N21,VIIRS,n,N,302.53,283.34,1.14,0.33,0.55,2.0NRT
FIRMS_000728,23.80446,86.33112,19-08-2026,20:27,N21,VIIRS,n,N,306.85,277.33,3.63,0.59,0.53,2.0NRT
FIRMS_000729,23.7949,86.35249,19-08-2026,20:27,N21,VIIRS,n,N,303.64,274.8,3.33,0.59,0.53,2.0NRT
FIRMS_000730,23.76379,86.40408,19-08-2026,20:27,N21,VIIRS,n,N,307.13,280.81,4.33,0.59,0.53,2.0NRT
FIRMS_000731,23.75904,86.40292,19-08-2026,20:27,N21,VIIRS,n,N,310.23,280.91,4.33,0.59,0.53,2.0NRT
FIRMS_000732,23.80087,86.32375,19-08-2026,20:27,N21,VIIRS,n,N,300.02,278.51,0.62,0.59,0.53,2.0NRT
FIRMS_000733,23.79503,86.35194,19-08-2026,20:27,N21,VIIRS,n,N,303.87,275.02,2.05,0.59,0.53,2.0NRT
FIRMS_000734,23.782,86.34277,19-08-2026,20:27,N21,VIIRS,n,N,301,277.71,0.8,0.59,0.53,2.0NRT
FIRMS_000735,23.78083,86.34837,19-08-2026,20:27,N21,VIIRS,n,N,301.04,275.51,2.27,0.59,0.53,2.0NRT
FIRMS_000736,23.77258,86.36404,19-08-2026,20:27,N21,VIIRS,n,N,305,282.37,1.65,0.59,0.53,2.0NRT
FIRMS_000737,23.76667,86.3924,19-08-2026,20:27,N21,VIIRS,n,N,300.94,280.81,4.66,0.59,0.53,2.0NRT
FIRMS_000738,20.76206,85.29421,19-08-2026,20:29,N21,VIIRS,n,N,309.18,288.7,2.32,0.58,0.52,2.0NRT
FIRMS_000739,17.96787,83.15147,19-08-2026,20:29,N21,VIIRS,n,N,305.75,286.92,1.1,0.48,0.48,2.0NRT
FIRMS_000740,17.98248,80.82807,19-08-2026,20:29,N21,VIIRS,n,N,304.47,287.66,2.05,0.52,0.41,2.0NRT
FIRMS_000741,17.95848,80.78828,19-08-2026,20:29,N21,VIIRS,n,N,324.37,288.81,4.28,0.52,0.41,2.0NRT
FIRMS_000742,17.95761,80.79309,19-08-2026,20:29,N21,VIIRS,n,N,330.42,289.71,5.58,0.52,0.41,2.0NRT
FIRMS_000743,17.95841,80.78658,19-08-2026,20:29,N21,VIIRS,n,N,325.33,288.71,2.92,0.52,0.41,2.0NRT
FIRMS_000744,17.95672,80.79622,19-08-2026,20:29,N21,VIIRS,n,N,325.58,287.88,3.3,0.52,0.41,2.0NRT
FIRMS_000745,17.95757,80.7914,19-08-2026,20:29,N21,VIIRS,n,N,307.04,289.13,2.92,0.52,0.41,2.0NRT
FIRMS_000746,20.86646,84.99509,19-08-2026,20:29,N21,VIIRS,n,N,307.84,288.79,2.61,0.55,0.51,2.0NRT
FIRMS_000747,20.8629,84.98873,19-08-2026,20:29,N21,VIIRS,n,N,316.21,288.47,2.61,0.55,0.51,2.0NRT
FIRMS_000748,20.86184,84.99403,19-08-2026,20:29,N21,VIIRS,n,N,314.66,288.24,2.61,0.55,0.51,2.0NRT
FIRMS_000749,20.79439,85.25645,19-08-2026,20:29,N21,VIIRS,n,N,326.47,288.69,5.71,0.58,0.52,2.0NRT
FIRMS_000750,20.79549,85.25102,19-08-2026,20:29,N21,VIIRS,n,N,317.46,288.47,5.71,0.57,0.52,2.0NRT
FIRMS_000751,20.78388,85.25973,19-08-2026,20:29,N21,VIIRS,n,N,304.54,288.79,2.13,0.58,0.52,2.0NRT
FIRMS_000752,21.00181,86.02744,19-08-2026,20:29,N21,VIIRS,n,N,304.39,288.32,1.87,0.32,0.54,2.0NRT
FIRMS_000753,20.99883,86.01723,19-08-2026,20:29,N21,VIIRS,n,N,303.7,288.47,1.16,0.32,0.54,2.0NRT
FIRMS_000754,21.00072,86.02725,19-08-2026,20:29,N21,VIIRS,n,N,305.34,288.28,0.72,0.32,0.55,2.0NRT
FIRMS_000755,20.99829,86.01398,19-08-2026,20:29,N21,VIIRS,n,N,312.3,288.23,1.72,0.32,0.54,2.0NRT
FIRMS_000756,20.99767,86.017,19-08-2026,20:29,N21,VIIRS,n,N,304.18,288.34,1.18,0.32,0.54,2.0NRT
FIRMS_000757,20.96764,86.01283,19-08-2026,20:29,N21,VIIRS,n,N,341.73,289.2,2.99,0.32,0.54,2.0NRT
FIRMS_000758,20.9695,86.00383,19-08-2026,20:29,N21,VIIRS,n,N,305.74,288.9,0.97,0.32,0.54,2.0NRT
FIRMS_000759,20.96462,86.00256,19-08-2026,20:29,N21,VIIRS,n,N,306.47,288.86,0.97,0.32,0.54,2.0NRT
FIRMS_000760,20.96274,86.0116,19-08-2026,20:29,N21,VIIRS,n,N,308.79,288.59,2.99,0.32,0.54,2.0NRT
FIRMS_000761,20.96212,86.01457,19-08-2026,20:29,N21,VIIRS,n,N,303.95,288.19,3.42,0.32,0.55,2.0NRT
FIRMS_000762,20.95094,86.0435,19-08-2026,20:29,N21,VIIRS,n,N,319.75,288.39,2.18,0.32,0.55,2.0NRT
FIRMS_000763,20.95032,86.04649,19-08-2026,20:29,N21,VIIRS,n,N,314.01,288.43,2.18,0.32,0.55,2.0NRT
FIRMS_000764,20.94967,86.04959,19-08-2026,20:29,N21,VIIRS,n,N,307.92,288.26,1.72,0.32,0.55,2.0NRT
FIRMS_000765,20.97748,85.16819,19-08-2026,20:29,N21,VIIRS,n,N,307.85,288.09,2.25,0.56,0.52,2.0NRT
FIRMS_000766,20.97639,85.17344,19-08-2026,20:29,N21,VIIRS,n,N,307.23,287.96,1.88,0.56,0.52,2.0NRT
FIRMS_000767,20.97935,85.13543,19-08-2026,20:29,N21,VIIRS,n,N,313.09,288.38,5.2,0.56,0.51,2.0NRT
FIRMS_000768,20.97175,85.17229,19-08-2026,20:29,N21,VIIRS,n,N,315.94,288.47,3.41,0.56,0.52,2.0NRT
FIRMS_000769,20.97067,85.17754,19-08-2026,20:29,N21,VIIRS,n,N,312.37,288.16,3.41,0.56,0.52,2.0NRT
FIRMS_000770,20.96711,85.17114,19-08-2026,20:29,N21,VIIRS,n,N,328.2,288.78,3.41,0.56,0.52,2.0NRT
FIRMS_000771,20.96382,85.18706,19-08-2026,20:29,N21,VIIRS,n,N,330.59,288.87,4.67,0.56,0.52,2.0NRT
FIRMS_000772,20.96602,85.1764,19-08-2026,20:29,N21,VIIRS,n,N,309.77,288.43,3.41,0.56,0.52,2.0NRT
FIRMS_000773,20.96493,85.1817,19-08-2026,20:29,N21,VIIRS,n,N,310.11,288.39,4.67,0.56,0.52,2.0NRT
FIRMS_000774,20.96356,85.16472,19-08-2026,20:29,N21,VIIRS,n,N,323.89,288.95,4.4,0.56,0.52,2.0NRT
FIRMS_000775,20.96247,85.17,19-08-2026,20:29,N21,VIIRS,n,N,313.47,288.86,5.18,0.56,0.52,2.0NRT
FIRMS_000776,20.96918,85.17496,19-08-2026,20:29,N21,VIIRS,n,N,342.47,289.12,5.96,0.56,0.52,2.0NRT
FIRMS_000777,20.97758,85.13268,19-08-2026,20:29,N21,VIIRS,n,N,312.39,288.76,3.66,0.56,0.52,2.0NRT
FIRMS_000778,20.96558,85.16853,19-08-2026,20:29,N21,VIIRS,n,N,323.35,288.44,8.27,0.56,0.52,2.0NRT
FIRMS_000779,20.96241,85.18444,19-08-2026,20:29,N21,VIIRS,n,N,327.9,288.8,4.95,0.57,0.52,2.0NRT
FIRMS_000780,20.96873,85.1527,19-08-2026,20:29,N21,VIIRS,n,N,308.23,288.16,2.12,0.56,0.52,2.0NRT
FIRMS_000781,20.96453,85.1738,19-08-2026,20:29,N21,VIIRS,n,N,310.19,288.44,5.96,0.56,0.52,2.0NRT
FIRMS_000782,20.96134,85.18983,19-08-2026,20:29,N21,VIIRS,n,N,314.1,288.67,4.95,0.57,0.52,2.0NRT
FIRMS_000783,20.96094,85.16736,19-08-2026,20:29,N21,VIIRS,n,N,308.04,288.57,2.2,0.56,0.52,2.0NRT
FIRMS_000784,20.95988,85.17266,19-08-2026,20:29,N21,VIIRS,n,N,304.86,288.3,1.71,0.56,0.52,2.0NRT
FIRMS_000785,20.88644,84.98445,19-08-2026,20:29,N21,VIIRS,n,N,330.03,288.59,4.04,0.55,0.51,2.0NRT
FIRMS_000786,20.88752,84.97923,19-08-2026,20:29,N21,VIIRS,n,N,317.33,288.37,4.04,0.55,0.51,2.0NRT
FIRMS_000787,20.88902,84.97868,19-08-2026,20:29,N21,VIIRS,n,N,309.65,288.05,2.75,0.55,0.51,2.0NRT
FIRMS_000788,20.88798,84.98393,19-08-2026,20:29,N21,VIIRS,n,N,318.63,288.05,3.33,0.55,0.51,2.0NRT
FIRMS_000789,20.8834,84.98273,19-08-2026,20:29,N21,VIIRS,n,N,312.96,288.69,3.33,0.55,0.51,2.0NRT
FIRMS_000790,11.42396,77.4256,19-08-2026,20:32,N21,VIIRS,n,N,304.77,277.28,1.06,0.43,0.38,2.0NRT
FIRMS_000791,8.74104,77.59702,19-08-2026,20:32,N21,VIIRS,n,N,330.52,295.83,17.22,0.47,0.39,2.0NRT
FIRMS_000792,8.74035,77.6012,19-08-2026,20:32,N21,VIIRS,n,N,344.45,305.11,27.52,0.47,0.39,2.0NRT
FIRMS_000793,8.73967,77.60538,19-08-2026,20:32,N21,VIIRS,n,N,317.62,294.05,27.52,0.47,0.39,2.0NRT
FIRMS_000794,8.73676,77.60059,19-08-2026,20:32,N21,VIIRS,n,N,314.17,295.12,3.34,0.47,0.39,2.0NRT
FIRMS_000795,15.16805,76.37964,19-08-2026,20:32,N21,VIIRS,n,N,302.05,276.49,1.51,0.39,0.36,2.0NRT
FIRMS_000796,8.74019,77.60567,20-08-2026,07:37,N21,VIIRS,n,D,330.51,281.6,8.25,0.61,0.53,2.0NRT
FIRMS_000797,9.06641,77.74824,20-08-2026,07:37,N21,VIIRS,n,D,340.86,295.6,13.45,0.59,0.53,2.0NRT
FIRMS_000798,9.0671,77.75063,20-08-2026,07:37,N21,VIIRS,n,D,345.56,295.33,10.05,0.59,0.53,2.0NRT
FIRMS_000799,9.14298,77.53522,20-08-2026,07:37,N21,VIIRS,n,D,333.19,293.66,6.2,0.61,0.53,2.0NRT
FIRMS_000800,9.14139,77.53202,20-08-2026,07:37,N21,VIIRS,n,D,335.88,294.16,3.72,0.61,0.53,2.0NRT
FIRMS_000801,8.73922,77.60026,20-08-2026,07:37,N21,VIIRS,n,D,352.24,282.23,8.25,0.61,0.53,2.0NRT
FIRMS_000802,17.53239,83.00151,20-08-2026,07:39,N21,VIIRS,l,D,330.1,300.25,3.38,0.39,0.36,2.0NRT
FIRMS_000803,17.60865,83.20535,20-08-2026,07:39,N21,VIIRS,n,D,332.41,298.32,5.91,0.38,0.36,2.0NRT
FIRMS_000804,16.97086,77.69366,20-08-2026,07:39,N21,VIIRS,n,D,330.17,295.34,3.18,0.43,0.46,2.0NRT
FIRMS_000805,18.64043,74.56492,20-08-2026,07:39,N21,VIIRS,n,D,340.74,293.78,4.3,0.32,0.55,2.0NRT
FIRMS_000806,16.19041,78.37185,20-08-2026,07:39,N21,VIIRS,n,D,339.8,290.86,5.61,0.41,0.45,2.0NRT
FIRMS_000807,15.18291,76.66628,20-08-2026,07:39,N21,VIIRS,n,D,335.93,287.75,8.31,0.54,0.51,2.0NRT
FIRMS_000808,17.5076,82.95037,20-08-2026,07:39,N21,VIIRS,h,D,367,299.58,17.21,0.39,0.36,2.0NRT
FIRMS_000809,17.51089,82.94982,20-08-2026,07:39,N21,VIIRS,l,D,348.7,298.49,8.97,0.39,0.36,2.0NRT
FIRMS_000810,21.10398,72.64554,20-08-2026,07:41,N21,VIIRS,h,D,367,292.84,12.56,0.38,0.59,2.0NRT
FIRMS_000811,21.10167,72.6348,20-08-2026,07:41,N21,VIIRS,n,D,336.17,292.3,7.3,0.38,0.59,2.0NRT
FIRMS_000812,20.75885,85.29925,20-08-2026,07:41,N21,VIIRS,n,D,332.16,295.81,5.65,0.43,0.38,2.0NRT
FIRMS_000813,20.79548,85.25578,20-08-2026,07:41,N21,VIIRS,n,D,335.11,296.34,11.08,0.43,0.38,2.0NRT
FIRMS_000814,20.79951,85.25935,20-08-2026,07:41,N21,VIIRS,n,D,331.28,296.26,5.42,0.43,0.38,2.0NRT
FIRMS_000815,20.9649,85.1677,20-08-2026,07:41,N21,VIIRS,n,D,334.74,289.33,4.19,0.43,0.38,2.0NRT
FIRMS_000816,22.37798,87.28054,20-08-2026,07:41,N21,VIIRS,n,D,335,288.97,8.68,0.56,0.43,2.0NRT
FIRMS_000817,23.77916,86.21287,20-08-2026,07:41,N21,VIIRS,n,D,333.94,296.94,5.8,0.51,0.41,2.0NRT
FIRMS_000818,23.77984,86.21015,20-08-2026,07:41,N21,VIIRS,n,D,338.66,298.09,9.99,0.51,0.41,2.0NRT
FIRMS_000819,23.80199,86.32909,20-08-2026,07:41,N21,VIIRS,n,D,336.98,296.23,6.43,0.52,0.41,2.0NRT
FIRMS_000820,23.80139,86.32409,20-08-2026,07:41,N21,VIIRS,n,D,332.78,294.67,6.43,0.52,0.41,2.0NRT
FIRMS_000821,30.36296,74.2361,20-08-2026,07:44,N21,VIIRS,n,D,331.16,298.43,2.27,0.4,0.44,2.0NRT
FIRMS_000822,29.45779,76.86746,20-08-2026,20:08,N21,VIIRS,n,N,324.8,288.1,11.33,0.49,0.48,2.0NRT
FIRMS_000823,29.47335,76.85711,20-08-2026,20:08,N21,VIIRS,n,N,305.34,288.66,3.76,0.49,0.48,2.0NRT
FIRMS_000824,29.45455,76.86482,20-08-2026,20:08,N21,VIIRS,n,N,306.95,288.8,4.5,0.49,0.48,2.0NRT
FIRMS_000825,28.74317,76.92706,20-08-2026,20:08,N21,VIIRS,n,N,301.97,288.1,2.47,0.47,0.48,2.0NRT
FIRMS_000826,28.71234,76.83447,20-08-2026,20:08,N21,VIIRS,n,N,303.17,286.02,2.32,0.48,0.48,2.0NRT
FIRMS_000827,28.71263,76.83237,20-08-2026,20:08,N21,VIIRS,n,N,301.89,285.65,1.57,0.48,0.48,2.0NRT
FIRMS_000828,28.13022,76.89521,20-08-2026,20:08,N21,VIIRS,n,N,307.03,287.76,0.92,0.47,0.47,2.0NRT
FIRMS_000829,26.75916,83.19909,20-08-2026,20:08,N21,VIIRS,n,N,303.84,280.28,1.13,0.38,0.36,2.0NRT
FIRMS_000830,29.45899,76.86539,20-08-2026,20:08,N21,VIIRS,n,N,343.34,288.53,13.66,0.49,0.48,2.0NRT
FIRMS_000831,33.43012,78.19984,20-08-2026,20:08,N21,VIIRS,n,N,302.75,281.21,1.48,0.46,0.47,2.0NRT
FIRMS_000832,27.32581,95.27686,20-08-2026,20:08,N21,VIIRS,n,N,313.3,285.79,1.74,0.45,0.63,2.0NRT
FIRMS_000833,29.45827,76.86245,20-08-2026,20:08,N21,VIIRS,n,N,339.56,289.43,11.33,0.49,0.48,2.0NRT
FIRMS_000834,27.31682,95.26463,20-08-2026,20:08,N21,VIIRS,n,N,306.24,285.46,1.25,0.45,0.63,2.0NRT
FIRMS_000835,23.7559,85.85481,20-08-2026,20:10,N21,VIIRS,n,N,313.75,291.47,3.42,0.45,0.39,2.0NRT
FIRMS_000836,23.80334,85.5392,20-08-2026,20:10,N21,VIIRS,n,N,303.92,287.55,0.98,0.44,0.38,2.0NRT
FIRMS_000837,23.78648,85.55334,20-08-2026,20:10,N21,VIIRS,n,N,317.54,289.69,2.36,0.44,0.38,2.0NRT
FIRMS_000838,23.77931,85.57391,20-08-2026,20:10,N21,VIIRS,n,N,306.79,291.13,2.3,0.44,0.38,2.0NRT
FIRMS_000839,23.72135,85.00805,20-08-2026,20:10,N21,VIIRS,n,N,303.88,288.22,0.94,0.42,0.38,2.0NRT
FIRMS_000840,24.92798,84.14663,20-08-2026,20:10,N21,VIIRS,n,N,309.02,291.35,3.33,0.39,0.36,2.0NRT
