event_id,latitude,longitude,acq_date,acq_time_utc,satellite,instrument,confidence,daynight,brightness,bright_t31_k,frp_mw,scan,track,version,detection_datetime,source_id,persistence_score,persistent_flag,persistence_category,previous_frp_mw,frp_change_mw,cumulative_detections,first_detection,days_since_first_detection,previous_detection,hours_since_previous_detection
FIRMS_000283,15.17281,76.38165,2026-08-20,21:08,N20,VIIRS,n,N,299.71,287.56,0.64,0.32,0.55,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0134,0.129241536692149,False,LOW,,,1,2026-08-20 00:00:00+00:00,0.0,,
FIRMS_000795,15.16805,76.37964,2026-08-19,20:32,N21,VIIRS,n,N,302.05,276.49,1.51,0.39,0.36,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0135,0.3720986795492919,True,MEDIUM,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000284,15.16786,76.38057,2026-08-20,21:08,N20,VIIRS,n,N,309.06,288.35,1.52,0.32,0.55,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0135,0.3720986795492919,True,MEDIUM,1.51,0.010000000000000009,2,2026-08-19 00:00:00+00:00,1.0,2026-08-19 00:00:00+00:00,24.0
FIRMS_001029,15.168,76.37878,2026-08-21,19:53,N21,VIIRS,n,N,310.47,289.63,2.12,0.35,0.57,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0135,0.3720986795492919,True,MEDIUM,1.52,0.6000000000000001,3,2026-08-19 00:00:00+00:00,2.0,2026-08-20 00:00:00+00:00,24.0
FIRMS_000285,15.16292,76.37949,2026-08-20,21:08,N20,VIIRS,n,N,322.52,287.29,1.52,0.32,0.55,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0136,0.129241536692149,False,LOW,,,1,2026-08-20 00:00:00+00:00,0.0,,
FIRMS_000286,12.86719,78.89952,2026-08-20,21:08,N20,VIIRS,n,N,305.3,287.29,1.19,0.53,0.67,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0137,0.129241536692149,False,LOW,,,1,2026-08-20 00:00:00+00:00,0.0,,
FIRMS_000287,12.66981,76.85625,2026-08-20,21:08,N20,VIIRS,n,N,299.97,285.67,0.44,0.39,0.59,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0138,0.129241536692149,False,LOW,,,1,2026-08-20 00:00:00+00:00,0.0,,
FIRMS_000288,11.60833,77.55147,2026-08-20,21:08,N20,VIIRS,n,N,297.2,272.73,1.03,0.45,0.63,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0139,0.129241536692149,False,LOW,,,1,2026-08-20 00:00:00+00:00,0.0,,
FIRMS_000289,8.6787,78.06282,2026-08-21,08:13,N20,VIIRS,n,D,340.22,305.0,2.79,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0140,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000290,9.3411,78.81241,2026-08-21,08:13,N20,VIIRS,n,D,343.64,307.32,6.08,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0141,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000291,9.34447,78.8119,2026-08-21,08:13,N20,VIIRS,n,D,345.55,309.19,6.08,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0141,0.16305995342683668,False,LOW,6.08,0.0,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000292,9.36586,78.66449,2026-08-21,08:13,N20,VIIRS,n,D,340.59,308.73,6.32,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0142,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000293,9.36532,78.66089,2026-08-21,08:13,N20,VIIRS,n,D,339.1,308.58,6.32,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0142,0.16305995342683668,False,LOW,6.32,0.0,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000294,9.39964,78.7998,2026-08-21,08:13,N20,VIIRS,l,D,334.22,305.01,1.97,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0143,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000295,9.56629,78.77435,2026-08-21,08:13,N20,VIIRS,n,D,335.88,299.0,5.18,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0144,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000296,9.46111,77.93867,2026-08-21,08:13,N20,VIIRS,n,D,345.08,304.15,3.24,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0145,0.20566611972281934,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000297,9.46058,77.93517,2026-08-21,08:13,N20,VIIRS,n,D,338.91,302.82,3.24,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0145,0.20566611972281934,False,LOW,3.24,0.0,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000958,9.46267,77.93827,2026-08-21,07:20,N21,VIIRS,n,D,334.28,296.67,4.1,0.6,0.7,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0145,0.20566611972281934,False,LOW,3.24,0.8599999999999994,3,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000964,9.46023,77.93821,2026-08-21,07:20,N21,VIIRS,n,D,336.12,297.78,5.13,0.6,0.7,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0145,0.20566611972281934,False,LOW,4.1,1.0300000000000002,4,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000298,9.55428,78.28836,2026-08-21,08:13,N20,VIIRS,n,D,348.21,310.48,8.67,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0146,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000948,9.55699,78.28705,2026-08-21,07:20,N21,VIIRS,n,D,331.02,283.98,2.68,0.56,0.69,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0146,0.16305995342683668,False,LOW,8.67,-5.99,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000299,9.57572,78.31776,2026-08-21,08:13,N20,VIIRS,n,D,338.87,307.25,5.01,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0147,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000300,9.57466,78.31066,2026-08-21,08:13,N20,VIIRS,n,D,340.16,307.06,4.64,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0148,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000301,9.57799,78.31016,2026-08-21,08:13,N20,VIIRS,n,D,340.05,306.7,4.79,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0148,0.16305995342683668,False,LOW,4.64,0.15000000000000036,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000302,9.6873,78.11195,2026-08-21,08:13,N20,VIIRS,l,D,334.47,306.88,1.97,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0149,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000303,9.63681,77.75274,2026-08-21,08:13,N20,VIIRS,l,D,340.17,311.74,7.12,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0150,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000304,9.91944,78.34734,2026-08-21,08:13,N20,VIIRS,n,D,343.05,303.09,3.79,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0151,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000305,9.83491,78.12406,2026-08-21,08:13,N20,VIIRS,l,D,330.57,300.74,2.45,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0152,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000306,12.79142,79.90376,2026-08-21,08:16,N20,VIIRS,n,D,332.75,296.99,2.83,0.47,0.4,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0153,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000307,9.91726,77.88062,2026-08-21,08:16,N20,VIIRS,n,D,340.62,308.69,4.56,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0154,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000949,9.91547,77.8808,2026-08-21,07:20,N21,VIIRS,n,D,330.27,297.11,5.53,0.59,0.7,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0154,0.16305995342683668,False,LOW,4.56,0.9700000000000006,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000308,9.94108,77.94887,2026-08-21,08:16,N20,VIIRS,n,D,338.99,303.92,3.52,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0155,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000309,10.00594,78.04284,2026-08-21,08:16,N20,VIIRS,n,D,331.05,295.84,1.0,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0156,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000310,9.91187,77.39479,2026-08-21,08:16,N20,VIIRS,n,D,333.92,302.13,1.93,0.38,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0157,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000311,10.04691,77.9536,2026-08-21,08:16,N20,VIIRS,l,D,333.39,303.77,6.6,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0158,0.2337300840200212,True,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000312,10.05023,77.95309,2026-08-21,08:16,N20,VIIRS,n,D,347.01,303.4,6.6,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0158,0.2337300840200212,True,LOW,6.6,0.0,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000313,10.0497,77.94958,2026-08-21,08:16,N20,VIIRS,n,D,347.7,305.64,6.6,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0158,0.2337300840200212,True,LOW,6.6,0.0,3,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000403,10.04989,77.95342,2026-08-21,20:51,N20,VIIRS,n,N,306.01,271.05,1.5,0.49,0.48,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0158,0.2337300840200212,True,LOW,6.6,-5.1,4,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000950,10.0502,77.95194,2026-08-21,07:20,N21,VIIRS,h,D,367.0,294.07,13.76,0.58,0.7,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0158,0.2337300840200212,True,LOW,1.5,12.26,5,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_001056,10.05098,77.95471,2026-08-21,19:55,N21,VIIRS,n,N,305.12,277.48,2.58,0.47,0.48,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0158,0.2337300840200212,True,LOW,13.76,-11.18,6,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000314,10.40833,77.98684,2026-08-21,08:16,N20,VIIRS,n,D,340.67,298.48,3.38,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0159,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000953,10.40672,77.98721,2026-08-21,07:20,N21,VIIRS,n,D,336.6,291.87,3.91,0.57,0.69,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0159,0.16305995342683668,False,LOW,3.38,0.5300000000000002,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000315,10.42592,77.87876,2026-08-21,08:16,N20,VIIRS,n,D,341.73,308.81,7.37,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0160,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000316,10.40083,77.59858,2026-08-21,08:16,N20,VIIRS,n,D,336.57,306.1,2.3,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0161,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000317,10.84437,78.89214,2026-08-21,08:16,N20,VIIRS,n,D,337.08,303.04,1.88,0.41,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0162,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000318,10.82362,78.51756,2026-08-21,08:16,N20,VIIRS,l,D,333.02,305.17,2.64,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0163,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000319,10.86226,78.60471,2026-08-21,08:16,N20,VIIRS,l,D,335.58,306.96,5.59,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0164,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000320,10.90676,78.79072,2026-08-21,08:16,N20,VIIRS,l,D,337.1,308.57,3.79,0.41,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0165,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000321,10.8966,78.69748,2026-08-21,08:16,N20,VIIRS,l,D,336.22,306.77,3.04,0.41,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0166,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000322,10.8357,78.05394,2026-08-21,08:16,N20,VIIRS,l,D,340.99,311.62,4.7,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0167,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000323,10.8054,77.76113,2026-08-21,08:16,N20,VIIRS,n,D,340.48,309.96,4.65,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0168,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000324,11.10589,78.88667,2026-08-21,08:16,N20,VIIRS,n,D,338.26,303.68,1.82,0.41,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0169,0.18705450195572657,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000325,11.10533,78.88292,2026-08-21,08:16,N20,VIIRS,n,D,337.62,304.54,1.82,0.41,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0169,0.18705450195572657,False,LOW,1.82,0.0,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000326,11.10569,78.88302,2026-08-21,08:16,N20,VIIRS,n,D,340.59,304.33,3.81,0.41,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0169,0.18705450195572657,False,LOW,1.82,1.99,3,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000327,11.1194,78.69011,2026-08-21,08:16,N20,VIIRS,n,D,339.67,309.33,7.32,0.41,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0170,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000328,11.04524,77.91196,2026-08-21,08:16,N20,VIIRS,n,D,345.73,302.89,4.75,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0171,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000329,11.21367,77.60988,2026-08-21,08:16,N20,VIIRS,l,D,338.37,308.71,4.34,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0172,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000330,11.25254,77.55219,2026-08-21,08:16,N20,VIIRS,n,D,338.94,306.19,4.97,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0173,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000331,11.17897,76.86507,2026-08-21,08:16,N20,VIIRS,l,D,331.84,302.16,3.47,0.38,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0174,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000332,11.34971,77.56582,2026-08-21,08:16,N20,VIIRS,n,D,335.42,304.54,2.44,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0175,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000333,11.42352,77.76451,2026-08-21,08:16,N20,VIIRS,n,D,339.77,303.7,3.96,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0176,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000334,11.42366,77.74271,2026-08-21,08:16,N20,VIIRS,l,D,337.5,308.16,3.7,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0177,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000335,11.71099,79.12828,2026-08-21,08:16,N20,VIIRS,n,D,348.21,307.85,30.85,0.43,0.38,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0178,0.18705450195572657,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000336,11.71043,79.12439,2026-08-21,08:16,N20,VIIRS,n,D,333.44,303.11,8.99,0.43,0.38,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0178,0.18705450195572657,False,LOW,30.85,-21.86,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000954,11.71467,79.12849,2026-08-21,07:20,N21,VIIRS,n,D,333.78,294.15,6.81,0.45,0.63,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0178,0.18705450195572657,False,LOW,8.99,-2.1800000000000006,3,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000337,11.52499,77.67209,2026-08-21,08:16,N20,VIIRS,n,D,339.7,306.95,5.68,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0179,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000338,11.52446,77.66854,2026-08-21,08:16,N20,VIIRS,n,D,337.79,307.36,5.77,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0179,0.16305995342683668,False,LOW,5.68,0.08999999999999986,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000339,12.05095,79.61237,2026-08-21,08:16,N20,VIIRS,n,D,343.91,301.8,5.05,0.45,0.39,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0180,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000340,11.81027,77.92296,2026-08-21,08:16,N20,VIIRS,n,D,343.83,307.15,3.37,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0181,0.2692817258878132,True,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000503,11.81195,77.92308,2026-08-22,20:32,N20,VIIRS,n,N,308.09,284.27,0.85,0.4,0.37,2.0NRT,2026-08-22 00:00:00+00:00,SOURCE_0181,0.2692817258878132,True,LOW,3.37,-2.52,2,2026-08-21 00:00:00+00:00,1.0,2026-08-21 00:00:00+00:00,24.0
FIRMS_000504,11.8086,77.92253,2026-08-22,20:32,N20,VIIRS,n,N,314.27,284.16,1.3,0.4,0.37,2.0NRT,2026-08-22 00:00:00+00:00,SOURCE_0181,0.2692817258878132,True,LOW,0.85,0.45000000000000007,3,2026-08-21 00:00:00+00:00,1.0,2026-08-22 00:00:00+00:00,0.0
FIRMS_000341,12.31031,78.07397,2026-08-21,08:16,N20,VIIRS,n,D,331.42,300.53,2.61,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0182,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000342,12.72135,79.78169,2026-08-21,08:16,N20,VIIRS,n,D,335.43,298.23,3.63,0.46,0.39,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0183,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000343,12.85799,79.29736,2026-08-21,08:16,N20,VIIRS,n,D,334.29,297.84,3.16,0.44,0.38,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0184,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000344,12.86152,79.29686,2026-08-21,08:16,N20,VIIRS,n,D,336.55,298.09,8.07,0.44,0.38,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0184,0.16305995342683668,False,LOW,3.16,4.91,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000345,13.09303,77.44754,2026-08-21,08:16,N20,VIIRS,n,D,334.14,298.91,2.67,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0185,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000346,13.26471,77.34718,2026-08-21,08:16,N20,VIIRS,n,D,341.7,300.35,19.62,0.39,0.36,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0186,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000347,14.60375,79.65997,2026-08-21,08:16,N20,VIIRS,n,D,333.91,293.59,5.52,0.48,0.4,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0187,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000960,14.6078,79.66063,2026-08-21,07:20,N21,VIIRS,n,D,342.95,294.46,6.46,0.36,0.58,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0187,0.16305995342683668,False,LOW,5.52,0.9400000000000004,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000348,14.68579,79.73881,2026-08-21,08:16,N20,VIIRS,n,D,336.96,301.35,2.18,0.48,0.4,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0188,0.18705450195572657,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000962,14.68743,79.7369,2026-08-21,07:20,N21,VIIRS,n,D,336.25,292.67,3.61,0.36,0.57,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0188,0.18705450195572657,False,LOW,2.18,1.4299999999999997,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000963,14.6885,79.73643,2026-08-21,07:20,N21,VIIRS,n,D,335.87,291.89,2.77,0.36,0.57,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0188,0.18705450195572657,False,LOW,3.61,-0.8399999999999999,3,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000349,14.68322,79.69376,2026-08-21,08:16,N20,VIIRS,n,D,341.06,303.28,7.5,0.48,0.4,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0189,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000350,14.68298,79.69458,2026-08-21,08:16,N20,VIIRS,n,D,344.78,303.07,6.93,0.48,0.4,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0189,0.16305995342683668,False,LOW,7.5,-0.5700000000000003,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000351,14.72931,79.92735,2026-08-21,08:16,N20,VIIRS,n,D,336.28,299.45,3.95,0.49,0.41,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0190,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000352,14.73303,79.92682,2026-08-21,08:16,N20,VIIRS,n,D,336.47,297.07,3.95,0.49,0.41,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0190,0.16305995342683668,False,LOW,3.95,0.0,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000353,14.72149,79.72996,2026-08-21,08:16,N20,VIIRS,n,D,336.1,299.34,3.0,0.48,0.4,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0191,0.129241536692149,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000354,14.52269,77.43584,2026-08-21,08:16,N20,VIIRS,n,D,335.59,301.68,4.98,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0192,0.18705450195572657,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000968,14.52584,77.43586,2026-08-21,07:22,N21,VIIRS,h,D,367.0,290.84,15.67,0.52,0.67,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0192,0.18705450195572657,False,LOW,4.98,10.69,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000969,14.52769,77.43334,2026-08-21,07:22,N21,VIIRS,n,D,338.86,290.86,7.56,0.52,0.67,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0192,0.18705450195572657,False,LOW,15.67,-8.11,3,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000355,15.10593,79.37793,2026-08-21,08:16,N20,VIIRS,n,D,341.84,301.9,16.95,0.47,0.4,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0193,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
FIRMS_000970,15.10624,79.37469,2026-08-21,07:22,N21,VIIRS,n,D,344.85,290.84,6.03,0.37,0.58,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0193,0.16305995342683668,False,LOW,16.95,-10.919999999999998,2,2026-08-21 00:00:00+00:00,0.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_000356,15.4127,79.60164,2026-08-21,08:16,N20,VIIRS,n,D,337.37,294.92,4.21,0.48,0.4,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0194,0.16305995342683668,False,LOW,,,1,2026-08-21 00:00:00+00:00,0.0,,
