event_id,latitude,longitude,acq_date,acq_time_utc,satellite,instrument,confidence,daynight,brightness,bright_t31_k,frp_mw,scan,track,version,detection_datetime,source_id,persistence_score,persistent_flag,persistence_category,previous_frp_mw,frp_change_mw,cumulative_detections,first_detection,days_since_first_detection,previous_detection,hours_since_previous_detection
FIRMS_000784,20.95988,85.17266,2026-08-19,20:29,N21,VIIRS,n,N,304.86,288.3,1.71,0.56,0.52,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0037,0.3849076564149684,True,MEDIUM,2.2,-0.4900000000000002,17,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000815,20.9649,85.1677,2026-08-20,07:41,N21,VIIRS,n,D,334.74,289.33,4.19,0.43,0.38,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0037,0.3849076564149684,True,MEDIUM,1.71,2.4800000000000004,18,2026-08-19 00:00:00+00:00,1.0,2026-08-19 00:00:00+00:00,24.0
FIRMS_000058,20.96414,85.18718,2026-08-19,19:45,N20,VIIRS,n,N,329.26,290.15,2.68,0.54,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0038,0.2337300840200212,True,LOW,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000061,20.96482,85.182,2026-08-19,19:45,N20,VIIRS,n,N,307.27,289.82,2.68,0.54,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0038,0.2337300840200212,True,LOW,2.68,0.0,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000771,20.96382,85.18706,2026-08-19,20:29,N21,VIIRS,n,N,330.59,288.87,4.67,0.56,0.52,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0038,0.2337300840200212,True,LOW,2.68,1.9899999999999998,3,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000773,20.96493,85.1817,2026-08-19,20:29,N21,VIIRS,n,N,310.11,288.39,4.67,0.56,0.52,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0038,0.2337300840200212,True,LOW,4.67,0.0,4,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000779,20.96241,85.18444,2026-08-19,20:29,N21,VIIRS,n,N,327.9,288.8,4.95,0.57,0.52,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0038,0.2337300840200212,True,LOW,4.67,0.28000000000000025,5,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000782,20.96134,85.18983,2026-08-19,20:29,N21,VIIRS,n,N,314.1,288.67,4.95,0.57,0.52,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0038,0.2337300840200212,True,LOW,4.95,0.0,6,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000064,20.89102,84.9829,2026-08-19,19:45,N20,VIIRS,n,N,305.86,288.06,1.05,0.55,0.43,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0039,0.2448674672193041,True,LOW,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000065,20.8871,84.98233,2026-08-19,19:45,N20,VIIRS,n,N,342.42,289.76,7.56,0.55,0.43,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0039,0.2448674672193041,True,LOW,1.05,6.51,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000785,20.88644,84.98445,2026-08-19,20:29,N21,VIIRS,n,N,330.03,288.59,4.04,0.55,0.51,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0039,0.2448674672193041,True,LOW,7.56,-3.5199999999999996,3,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000786,20.88752,84.97923,2026-08-19,20:29,N21,VIIRS,n,N,317.33,288.37,4.04,0.55,0.51,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0039,0.2448674672193041,True,LOW,4.04,0.0,4,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000787,20.88902,84.97868,2026-08-19,20:29,N21,VIIRS,n,N,309.65,288.05,2.75,0.55,0.51,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0039,0.2448674672193041,True,LOW,4.04,-1.29,5,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000788,20.88798,84.98393,2026-08-19,20:29,N21,VIIRS,n,N,318.63,288.05,3.33,0.55,0.51,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0039,0.2448674672193041,True,LOW,2.75,0.5800000000000001,6,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000789,20.8834,84.98273,2026-08-19,20:29,N21,VIIRS,n,N,312.96,288.69,3.33,0.55,0.51,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0039,0.2448674672193041,True,LOW,3.33,0.0,7,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000066,20.86612,84.99014,2026-08-19,19:45,N20,VIIRS,n,N,316.88,289.6,3.47,0.55,0.43,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0040,0.16305995342683668,False,LOW,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000747,20.8629,84.98873,2026-08-19,20:29,N21,VIIRS,n,N,316.21,288.47,2.61,0.55,0.51,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0040,0.16305995342683668,False,LOW,3.47,-0.8600000000000003,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000067,20.86544,84.99534,2026-08-19,19:45,N20,VIIRS,n,N,319.0,289.71,3.47,0.55,0.43,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0041,0.18705450195572657,False,LOW,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000746,20.86646,84.99509,2026-08-19,20:29,N21,VIIRS,n,N,307.84,288.79,2.61,0.55,0.51,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0041,0.18705450195572657,False,LOW,3.47,-0.8600000000000003,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000748,20.86184,84.99403,2026-08-19,20:29,N21,VIIRS,n,N,314.66,288.24,2.61,0.55,0.51,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0041,0.18705450195572657,False,LOW,2.61,0.0,3,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000068,20.79929,85.26081,2026-08-19,19:45,N20,VIIRS,n,N,304.96,289.47,1.91,0.53,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0042,0.25067010812072044,True,LOW,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000814,20.79951,85.25935,2026-08-20,07:41,N21,VIIRS,n,D,331.28,296.26,5.42,0.43,0.38,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0042,0.25067010812072044,True,LOW,1.91,3.51,2,2026-08-19 00:00:00+00:00,1.0,2026-08-19 00:00:00+00:00,24.0
FIRMS_000070,20.7594,85.29646,2026-08-19,19:45,N20,VIIRS,n,N,312.84,289.64,2.8,0.53,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0043,0.29734569018501505,True,LOW,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000071,20.76146,85.29501,2026-08-19,19:45,N20,VIIRS,n,N,304.74,289.06,1.39,0.53,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0043,0.29734569018501505,True,LOW,2.8,-1.41,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000072,20.76076,85.30016,2026-08-19,19:45,N20,VIIRS,n,N,309.2,289.65,1.39,0.53,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0043,0.29734569018501505,True,LOW,1.39,0.0,3,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000738,20.76206,85.29421,2026-08-19,20:29,N21,VIIRS,n,N,309.18,288.7,2.32,0.58,0.52,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0043,0.29734569018501505,True,LOW,1.39,0.9299999999999999,4,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000812,20.75885,85.29925,2026-08-20,07:41,N21,VIIRS,n,D,332.16,295.81,5.65,0.43,0.38,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0043,0.29734569018501505,True,LOW,2.32,3.3300000000000005,5,2026-08-19 00:00:00+00:00,1.0,2026-08-19 00:00:00+00:00,24.0
FIRMS_000076,23.69857,86.07803,2026-08-19,19:45,N20,VIIRS,n,N,310.92,266.58,0.86,0.52,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0044,0.18705450195572657,False,LOW,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000077,23.69476,86.07745,2026-08-19,19:45,N20,VIIRS,n,N,306.39,267.71,0.95,0.52,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0044,0.18705450195572657,False,LOW,0.86,0.08999999999999997,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000704,23.69736,86.07976,2026-08-19,20:27,N21,VIIRS,n,N,299.58,269.38,1.08,0.57,0.52,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0044,0.18705450195572657,False,LOW,0.95,0.13000000000000012,3,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000078,23.68269,86.08083,2026-08-19,19:45,N20,VIIRS,n,N,317.23,274.19,1.35,0.52,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000081,23.67823,86.08537,2026-08-19,19:45,N20,VIIRS,n,N,303.17,276.29,1.22,0.52,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,1.35,-0.13000000000000012,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000083,23.67935,86.08384,2026-08-19,19:45,N20,VIIRS,n,N,303.33,277.48,0.83,0.52,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,1.22,-0.39,3,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000221,23.68428,86.08263,2026-08-20,19:23,N20,VIIRS,n,N,314.32,285.75,2.63,0.34,0.56,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,0.83,1.7999999999999998,4,2026-08-19 00:00:00+00:00,1.0,2026-08-19 00:00:00+00:00,24.0
FIRMS_000225,23.67882,86.0854,2026-08-20,19:23,N20,VIIRS,n,N,310.11,287.15,3.31,0.34,0.56,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,2.63,0.6800000000000002,5,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000228,23.68715,86.08223,2026-08-20,19:23,N20,VIIRS,n,N,309.67,283.56,0.85,0.34,0.56,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,3.31,-2.46,6,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000231,23.682,86.08169,2026-08-20,19:23,N20,VIIRS,n,N,305.22,286.21,1.24,0.34,0.56,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,0.85,0.39,7,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000236,23.67652,86.08445,2026-08-20,19:23,N20,VIIRS,n,N,310.09,286.43,2.58,0.34,0.56,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,1.24,1.34,8,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_001004,23.68155,86.08361,2026-08-21,19:49,N21,VIIRS,n,N,333.34,289.93,3.81,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,2.58,1.23,9,2026-08-19 00:00:00+00:00,2.0,2026-08-20 00:00:00+00:00,24.0
FIRMS_001006,23.67765,86.08691,2026-08-21,19:49,N21,VIIRS,n,N,310.23,290.24,3.81,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,3.81,0.0,10,2026-08-19 00:00:00+00:00,2.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_001007,23.67513,86.08725,2026-08-21,19:49,N21,VIIRS,n,N,315.89,290.53,4.09,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,3.81,0.2799999999999998,11,2026-08-19 00:00:00+00:00,2.0,2026-08-21 00:00:00+00:00,0.0
FIRMS_001136,23.67586,86.08545,2026-08-22,19:32,N21,VIIRS,n,N,305.7,282.55,1.83,0.43,0.46,2.0NRT,2026-08-22 00:00:00+00:00,SOURCE_0045,0.5513402162414409,True,MEDIUM,4.09,-2.26,12,2026-08-19 00:00:00+00:00,3.0,2026-08-21 00:00:00+00:00,24.0
FIRMS_000079,23.6814,86.09103,2026-08-19,19:45,N20,VIIRS,n,N,302.15,275.0,2.21,0.52,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0046,0.42265433228744903,True,MEDIUM,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000080,23.68076,86.09612,2026-08-19,19:45,N20,VIIRS,n,N,301.17,275.59,0.68,0.52,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0046,0.42265433228744903,True,MEDIUM,2.21,-1.5299999999999998,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000222,23.68335,86.0926,2026-08-20,19:23,N20,VIIRS,n,N,316.53,286.62,2.0,0.34,0.56,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0046,0.42265433228744903,True,MEDIUM,0.68,1.3199999999999998,3,2026-08-19 00:00:00+00:00,1.0,2026-08-19 00:00:00+00:00,24.0
FIRMS_000223,23.68304,86.09592,2026-08-20,19:23,N20,VIIRS,n,N,304.76,286.85,2.0,0.34,0.56,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0046,0.42265433228744903,True,MEDIUM,2.0,0.0,4,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000232,23.681,86.09164,2026-08-20,19:23,N20,VIIRS,n,N,306.58,286.78,1.34,0.34,0.56,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0046,0.42265433228744903,True,MEDIUM,2.0,-0.6599999999999999,5,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000233,23.68066,86.09496,2026-08-20,19:23,N20,VIIRS,n,N,313.73,286.74,1.34,0.34,0.56,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0046,0.42265433228744903,True,MEDIUM,1.34,0.0,6,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000908,23.68058,86.09518,2026-08-20,20:10,N21,VIIRS,n,N,309.33,288.29,2.25,0.46,0.39,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0046,0.42265433228744903,True,MEDIUM,1.34,0.9099999999999999,7,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000996,23.67986,86.09519,2026-08-21,19:49,N21,VIIRS,n,N,319.22,290.36,4.94,0.4,0.37,2.0NRT,2026-08-21 00:00:00+00:00,SOURCE_0046,0.42265433228744903,True,MEDIUM,2.25,2.6900000000000004,8,2026-08-19 00:00:00+00:00,2.0,2026-08-20 00:00:00+00:00,24.0
FIRMS_000082,23.67504,86.11079,2026-08-19,19:45,N20,VIIRS,n,N,305.56,280.08,1.87,0.52,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0047,0.2692817258878132,True,LOW,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000084,23.67219,86.10865,2026-08-19,19:45,N20,VIIRS,n,N,307.56,279.45,1.84,0.52,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0047,0.2692817258878132,True,LOW,1.87,-0.030000000000000027,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000237,23.67353,86.11418,2026-08-20,19:23,N20,VIIRS,n,N,315.17,285.27,1.21,0.34,0.56,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0047,0.2692817258878132,True,LOW,1.84,-0.6300000000000001,3,2026-08-19 00:00:00+00:00,1.0,2026-08-19 00:00:00+00:00,24.0
FIRMS_000085,23.82895,84.57195,2026-08-19,19:45,N20,VIIRS,n,N,315.83,288.72,1.66,0.42,0.45,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0048,0.3350441775935653,True,MEDIUM,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000086,23.82477,84.57133,2026-08-19,19:45,N20,VIIRS,n,N,315.7,288.19,1.66,0.42,0.45,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0048,0.3350441775935653,True,MEDIUM,1.66,0.0,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000705,23.8231,84.57227,2026-08-19,20:27,N21,VIIRS,n,N,304.64,288.22,1.34,0.46,0.47,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0048,0.3350441775935653,True,MEDIUM,1.66,-0.31999999999999984,3,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000217,23.82971,84.56965,2026-08-20,19:23,N20,VIIRS,n,N,305.91,286.19,1.0,0.42,0.61,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0048,0.3350441775935653,True,MEDIUM,1.34,-0.3400000000000001,4,2026-08-19 00:00:00+00:00,1.0,2026-08-19 00:00:00+00:00,24.0
FIRMS_000218,23.82936,84.57385,2026-08-20,19:23,N20,VIIRS,n,N,303.92,286.38,1.0,0.42,0.61,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0048,0.3350441775935653,True,MEDIUM,1.0,0.0,5,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000219,23.82405,84.56894,2026-08-20,19:23,N20,VIIRS,n,N,303.8,283.31,1.0,0.42,0.61,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0048,0.3350441775935653,True,MEDIUM,1.0,0.0,6,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000220,23.8237,84.57314,2026-08-20,19:23,N20,VIIRS,n,N,308.88,285.26,1.0,0.42,0.61,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0048,0.3350441775935653,True,MEDIUM,1.0,0.0,7,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000229,23.82678,84.57025,2026-08-20,19:23,N20,VIIRS,n,N,314.18,285.28,1.88,0.42,0.61,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0048,0.3350441775935653,True,MEDIUM,1.0,0.8799999999999999,8,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000230,23.8264,84.57446,2026-08-20,19:23,N20,VIIRS,n,N,303.91,285.99,1.88,0.42,0.61,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0048,0.3350441775935653,True,MEDIUM,1.88,0.0,9,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000087,23.60963,85.675,2026-08-19,19:45,N20,VIIRS,n,N,305.59,285.06,1.24,0.55,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0049,0.16305995342683668,False,LOW,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000088,23.60917,85.67301,2026-08-19,19:45,N20,VIIRS,n,N,301.79,285.24,0.84,0.55,0.42,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0049,0.16305995342683668,False,LOW,1.24,-0.4,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000089,22.87644,86.06029,2026-08-19,19:45,N20,VIIRS,n,N,304.74,289.8,2.45,0.51,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0050,0.2692817258878132,True,LOW,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000707,22.87371,86.06281,2026-08-19,20:27,N21,VIIRS,n,N,309.15,289.27,4.38,0.59,0.53,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0050,0.2692817258878132,True,LOW,2.45,1.9299999999999997,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000881,22.87224,86.06081,2026-08-20,20:10,N21,VIIRS,n,N,306.17,284.64,1.14,0.47,0.4,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0050,0.2692817258878132,True,LOW,4.38,-3.24,3,2026-08-19 00:00:00+00:00,1.0,2026-08-19 00:00:00+00:00,24.0
FIRMS_000090,22.79715,86.19865,2026-08-19,19:45,N20,VIIRS,n,N,311.6,290.38,1.42,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0051,0.3350441775935653,True,MEDIUM,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000093,22.79029,86.1926,2026-08-19,19:45,N20,VIIRS,n,N,308.82,290.55,1.92,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0051,0.3350441775935653,True,MEDIUM,1.42,0.5,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000094,22.78966,86.19751,2026-08-19,19:45,N20,VIIRS,n,N,311.22,291.55,4.37,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0051,0.3350441775935653,True,MEDIUM,1.92,2.45,3,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000096,22.79647,86.19669,2026-08-19,19:45,N20,VIIRS,n,N,310.02,290.31,1.57,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0051,0.3350441775935653,True,MEDIUM,4.37,-2.8,4,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000098,22.79272,86.19611,2026-08-19,19:45,N20,VIIRS,n,N,310.55,290.67,3.17,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0051,0.3350441775935653,True,MEDIUM,1.57,1.5999999999999999,5,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000708,22.7908,86.1967,2026-08-19,20:27,N21,VIIRS,n,N,310.77,289.37,3.8,0.6,0.53,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0051,0.3350441775935653,True,MEDIUM,3.17,0.6299999999999999,6,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000883,22.79431,86.19839,2026-08-20,20:10,N21,VIIRS,n,N,310.02,290.58,5.16,0.48,0.4,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0051,0.3350441775935653,True,MEDIUM,3.8,1.3600000000000003,7,2026-08-19 00:00:00+00:00,1.0,2026-08-19 00:00:00+00:00,24.0
FIRMS_000885,22.79068,86.19763,2026-08-20,20:10,N21,VIIRS,n,N,330.28,291.04,4.25,0.48,0.4,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0051,0.3350441775935653,True,MEDIUM,5.16,-0.9100000000000001,8,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000886,22.78706,86.19686,2026-08-20,20:10,N21,VIIRS,n,N,311.46,289.85,4.25,0.48,0.4,2.0NRT,2026-08-20 00:00:00+00:00,SOURCE_0051,0.3350441775935653,True,MEDIUM,4.25,0.0,9,2026-08-19 00:00:00+00:00,1.0,2026-08-20 00:00:00+00:00,0.0
FIRMS_000091,22.79215,86.20784,2026-08-19,19:45,N20,VIIRS,n,N,319.15,290.83,1.51,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0052,0.34897757047841904,True,MEDIUM,,,1,2026-08-19 00:00:00+00:00,0.0,,
FIRMS_000092,22.79152,86.2127,2026-08-19,19:45,N20,VIIRS,n,N,304.03,290.42,1.51,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0052,0.34897757047841904,True,MEDIUM,1.51,0.0,2,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000095,22.7884,86.20729,2026-08-19,19:45,N20,VIIRS,n,N,305.8,291.01,1.51,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0052,0.34897757047841904,True,MEDIUM,1.51,0.0,3,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000097,22.79141,86.20586,2026-08-19,19:45,N20,VIIRS,n,N,325.08,291.18,2.63,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0052,0.34897757047841904,True,MEDIUM,1.51,1.1199999999999999,4,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000099,22.79077,86.21069,2026-08-19,19:45,N20,VIIRS,n,N,310.22,290.82,2.89,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0052,0.34897757047841904,True,MEDIUM,2.63,0.26000000000000023,5,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000100,22.78767,86.20531,2026-08-19,19:45,N20,VIIRS,n,N,307.42,290.98,2.63,0.5,0.41,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0052,0.34897757047841904,True,MEDIUM,2.89,-0.26000000000000023,6,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000709,22.78961,86.20239,2026-08-19,20:27,N21,VIIRS,n,N,307.71,288.96,2.33,0.6,0.53,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0052,0.34897757047841904,True,MEDIUM,2.63,-0.2999999999999998,7,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000710,22.78841,86.2081,2026-08-19,20:27,N21,VIIRS,n,N,302.64,289.28,2.33,0.6,0.53,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0052,0.34897757047841904,True,MEDIUM,2.33,0.0,8,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
FIRMS_000711,22.78364,86.20684,2026-08-19,20:27,N21,VIIRS,n,N,311.14,288.91,2.33,0.6,0.53,2.0NRT,2026-08-19 00:00:00+00:00,SOURCE_0052,0.34897757047841904,True,MEDIUM,2.33,0.0,9,2026-08-19 00:00:00+00:00,0.0,2026-08-19 00:00:00+00:00,0.0
