source_id,first_detection,last_detection,total_detections,active_days,mean_frp,max_frp,observation_span_days,recurrence_rate,detections_per_span_day,mean_gap_hours,std_gap_hours,median_gap_hours,min_gap_hours,max_gap_hours,temporal_regularity,max_active_days_7d,max_active_days_14d,max_active_days_30d,observation_days
SOURCE_0310,2026-08-22 00:00:00+00:00,2026-08-23 00:00:00+00:00,3,2,1.0866666666666667,1.56,1.0,0.2857142857142857,3.0,12.0,12.0,12.0,0.0,24.0,0.07692307692307693,2,2,2,7
SOURCE_0311,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,2,1,1.49,1.5,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0312,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,6,1,1.9366666666666668,2.6,0.0,0.14285714285714285,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0313,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,3.34,3.34,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0314,2026-08-23 00:00:00+00:00,2026-08-24 00:00:00+00:00,2,2,1.135,1.46,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0315,2026-08-24 00:00:00+00:00,2026-08-24 00:00:00+00:00,2,1,14.92,20.93,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0316,2026-08-23 00:00:00+00:00,2026-08-25 00:00:00+00:00,8,3,1.7925,2.5,2.0,0.42857142857142855,4.0,6.857142857142857,10.842094834863014,0.0,0.0,24.0,0.08444451880726454,3,3,3,7
SOURCE_0317,2026-08-24 00:00:00+00:00,2026-08-24 00:00:00+00:00,2,1,1.0150000000000001,1.35,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0318,2026-08-24 00:00:00+00:00,2026-08-24 00:00:00+00:00,1,1,1.35,1.35,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0319,2026-08-24 00:00:00+00:00,2026-08-24 00:00:00+00:00,3,1,1.51,1.51,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0320,2026-08-24 00:00:00+00:00,2026-08-24 00:00:00+00:00,1,1,0.92,0.92,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0321,2026-08-24 00:00:00+00:00,2026-08-25 00:00:00+00:00,2,2,2.37,2.91,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0322,2026-08-24 00:00:00+00:00,2026-08-25 00:00:00+00:00,6,2,2.97,5.39,1.0,0.2857142857142857,6.0,4.8,9.6,0.0,0.0,24.0,0.09433962264150944,2,2,2,7
SOURCE_0323,2026-08-24 00:00:00+00:00,2026-08-24 00:00:00+00:00,2,1,2.21,2.84,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0324,2026-08-24 00:00:00+00:00,2026-08-24 00:00:00+00:00,1,1,1.34,1.34,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0325,2026-08-24 00:00:00+00:00,2026-08-25 00:00:00+00:00,2,2,2.26,2.33,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0326,2026-08-24 00:00:00+00:00,2026-08-25 00:00:00+00:00,6,2,3.473333333333333,8.73,1.0,0.2857142857142857,6.0,4.8,9.6,0.0,0.0,24.0,0.09433962264150944,2,2,2,7
SOURCE_0327,2026-08-23 00:00:00+00:00,2026-08-24 00:00:00+00:00,3,2,1.0966666666666667,1.72,1.0,0.2857142857142857,3.0,12.0,12.0,12.0,0.0,24.0,0.07692307692307693,2,2,2,7
SOURCE_0328,2026-08-23 00:00:00+00:00,2026-08-24 00:00:00+00:00,3,2,0.88,0.98,1.0,0.2857142857142857,3.0,12.0,12.0,12.0,0.0,24.0,0.07692307692307693,2,2,2,7
SOURCE_0329,2026-08-23 00:00:00+00:00,2026-08-25 00:00:00+00:00,5,3,1.222,1.97,2.0,0.42857142857142855,2.5,12.0,12.0,12.0,0.0,24.0,0.07692307692307693,3,3,3,7
SOURCE_0330,2026-08-23 00:00:00+00:00,2026-08-25 00:00:00+00:00,3,3,3.546666666666667,7.97,2.0,0.42857142857142855,1.5,24.0,0.0,24.0,24.0,24.0,1.0,3,3,3,7
SOURCE_0331,2026-08-24 00:00:00+00:00,2026-08-25 00:00:00+00:00,6,2,2.2383333333333333,3.76,1.0,0.2857142857142857,6.0,4.8,9.6,0.0,0.0,24.0,0.09433962264150944,2,2,2,7
SOURCE_0332,2026-08-24 00:00:00+00:00,2026-08-24 00:00:00+00:00,7,1,4.414285714285714,7.01,0.0,0.14285714285714285,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0333,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,4.73,4.73,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0334,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,3.57,3.57,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0335,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,4.27,4.27,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0336,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,3.45,3.45,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0337,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,3.57,3.57,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0338,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,0.9,0.9,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0339,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,2,1,1.21,1.23,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0340,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,2.73,2.73,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0341,2026-08-24 00:00:00+00:00,2026-08-25 00:00:00+00:00,2,2,2.235,2.54,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0342,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,0.41,0.41,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0343,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,1.59,1.59,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0344,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,0.92,0.92,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0345,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,0.92,0.92,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0346,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,0.68,0.68,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0347,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,0.73,0.73,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0348,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,1.85,1.85,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0349,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,3,1,2.54,2.93,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0350,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,2.37,2.37,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0351,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,1.83,1.83,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0352,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,4,1,5.282500000000001,6.61,0.0,0.14285714285714285,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0353,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,3,1,2.393333333333333,3.38,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0354,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,0.72,0.72,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0355,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,2.03,2.03,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0356,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,2,1,2.625,3.06,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0357,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,0.79,0.79,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0358,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,0.7,0.7,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0359,2026-08-24 00:00:00+00:00,2026-08-25 00:00:00+00:00,3,2,1.1666666666666667,1.97,1.0,0.2857142857142857,3.0,12.0,12.0,12.0,0.0,24.0,0.07692307692307693,2,2,2,7
SOURCE_0360,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,4,1,3.745,5.23,0.0,0.14285714285714285,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0361,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,2,1,1.9449999999999998,2.0,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0362,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,2.57,2.57,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0363,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,1,1,2.02,2.02,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0364,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,4.27,4.27,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0365,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,2,1,5.91,5.99,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0366,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,2,1,8.405,9.25,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0367,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,8.62,8.62,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0368,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,4.57,4.57,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0369,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,14.71,14.71,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0370,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,3,1,4.523333333333333,7.16,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0371,2026-08-19 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,2,2.55,3.36,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0372,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,1.52,1.52,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0373,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,0.76,0.76,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0374,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,3.24,3.24,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0375,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,1.22,1.22,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0376,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,2,1,0.505,0.81,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0377,2026-08-19 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,2,1.665,2.23,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0378,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,2.05,2.05,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0379,2026-08-19 00:00:00+00:00,2026-08-20 00:00:00+00:00,8,2,3.01375,5.58,1.0,0.2857142857142857,8.0,3.4285714285714284,8.398250546685183,0.0,0.0,24.0,0.10640278156371408,2,2,2,7
SOURCE_0380,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,2.13,2.13,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0381,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,0.97,0.97,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0382,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,2.12,2.12,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0383,2026-08-19 00:00:00+00:00,2026-08-19 00:00:00+00:00,1,1,1.06,1.06,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0384,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,4.96,6.2,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0385,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,3.38,3.38,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0386,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,5.91,5.91,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0387,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,3.18,3.18,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0388,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,4.3,4.3,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0389,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,5.61,5.61,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0390,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.27,2.27,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0391,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,1.9449999999999998,2.32,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0392,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.92,0.92,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0393,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.13,1.13,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0394,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.48,1.48,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0395,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.98,0.98,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0396,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.3,2.3,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0397,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.94,0.94,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0398,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.37,2.37,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0399,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,3.12,3.12,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0400,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.82,2.82,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0401,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,5,1,0.95,1.07,0.0,0.14285714285714285,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0402,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.34,1.34,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0403,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.59,1.59,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0404,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,1.525,1.63,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0405,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.7,1.7,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0406,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.97,0.97,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0407,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.31,1.31,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0408,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.61,1.61,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0409,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,1.31,1.43,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0410,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,2,1,1.705,1.82,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0411,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,4,1,2.2925,3.43,0.0,0.14285714285714285,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0412,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.63,0.63,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0413,2026-08-20 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,2,2.3,2.72,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0414,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.69,2.69,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0415,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.52,1.52,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0416,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.33,1.33,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0417,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.44,1.44,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0418,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.92,1.92,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0419,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.74,2.74,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0420,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.97,2.97,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0421,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.22,2.22,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0422,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.22,2.22,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0423,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.65,0.65,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0424,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.86,0.86,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0425,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,0.65,0.65,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0426,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.3,1.3,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0427,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.91,1.91,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0428,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.4,1.4,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0429,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,2.26,2.26,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0430,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,13.65,13.65,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0431,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,17.06,17.06,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0432,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,6.325,6.7,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0433,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.32,2.32,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0434,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.1,3.1,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0435,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.82,2.82,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0436,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.91,2.91,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0437,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.81,3.81,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0438,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.83,2.83,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0439,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,7.04,7.04,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0440,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.15,2.15,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0441,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.86,3.86,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0442,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.64,2.64,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0443,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,5.06,5.06,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0444,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,5.49,5.49,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0445,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,6.91,6.91,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0446,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.79,2.79,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0447,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.65,2.65,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0448,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.58,3.58,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0449,2026-08-21 00:00:00+00:00,2026-08-22 00:00:00+00:00,2,2,2.115,3.18,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0450,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,0.94,0.94,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0451,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,1.405,1.51,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0452,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.1,2.1,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0453,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.25,1.25,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0454,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.99,1.99,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0455,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,0.92,1.11,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
