source_id,first_detection,last_detection,total_detections,active_days,mean_frp,max_frp,observation_span_days,recurrence_rate,detections_per_span_day,mean_gap_hours,std_gap_hours,median_gap_hours,min_gap_hours,max_gap_hours,temporal_regularity,max_active_days_7d,max_active_days_14d,max_active_days_30d,observation_days
SOURCE_0168,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.65,4.65,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0169,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,2.4833333333333334,3.81,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0170,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,7.32,7.32,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0171,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.75,4.75,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0172,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.34,4.34,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0173,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.97,4.97,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0174,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.47,3.47,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0175,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.44,2.44,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0176,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.96,3.96,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0177,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.7,3.7,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0178,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,15.549999999999999,30.85,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0179,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,5.725,5.77,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0180,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,5.05,5.05,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0181,2026-08-21 00:00:00+00:00,2026-08-22 00:00:00+00:00,3,2,1.8399999999999999,3.37,1.0,0.2857142857142857,3.0,12.0,12.0,12.0,0.0,24.0,0.07692307692307693,2,2,2,7
SOURCE_0182,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.61,2.61,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0183,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.63,3.63,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0184,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,5.615,8.07,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0185,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.67,2.67,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0186,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,19.62,19.62,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0187,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,5.99,6.46,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0188,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,2.8533333333333335,3.61,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0189,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,7.215,7.5,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0190,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,3.95,3.95,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0191,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.0,3.0,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0192,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,9.403333333333334,15.67,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0193,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,11.49,16.95,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0194,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,3.45,4.21,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0195,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,6.67,6.67,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0196,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,14.67,14.67,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0197,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.09,3.09,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0198,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,10.58,10.58,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0199,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.95,4.95,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0200,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.21,4.21,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0201,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.14,3.14,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0202,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.81,3.81,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0203,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.71,1.71,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0204,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,122.44666666666667,135.46,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0205,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.8,3.8,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0206,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.11,4.11,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0207,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.89,1.89,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0208,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,7.243333333333333,11.47,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0209,2026-08-21 00:00:00+00:00,2026-08-22 00:00:00+00:00,3,2,0.82,1.3,1.0,0.2857142857142857,3.0,12.0,12.0,12.0,0.0,24.0,0.07692307692307693,2,2,2,7
SOURCE_0210,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,1.7933333333333332,3.08,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0211,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,4,1,1.6600000000000001,2.29,0.0,0.14285714285714285,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0212,2026-08-20 00:00:00+00:00,2026-08-22 00:00:00+00:00,4,3,0.995,1.66,2.0,0.42857142857142855,2.0,16.0,11.313708498984761,24.0,0.0,24.0,0.08121030314161228,3,3,3,7
SOURCE_0213,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,2.5700000000000003,2.75,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0214,2026-08-20 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,2,2.38,3.68,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0215,2026-08-21 00:00:00+00:00,2026-08-23 00:00:00+00:00,4,3,1.305,1.44,2.0,0.42857142857142855,2.0,16.0,11.313708498984761,24.0,0.0,24.0,0.08121030314161228,3,3,3,7
SOURCE_0216,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,0.72,0.72,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0217,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.11,1.11,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0218,2026-08-20 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,2,2.145,3.33,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0219,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.46,2.46,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0220,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.08,1.08,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0221,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,0.63,0.63,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0222,2026-08-21 00:00:00+00:00,2026-08-22 00:00:00+00:00,13,2,2.0546153846153845,4.27,1.0,0.2857142857142857,13.0,2.0,6.6332495807108,0.0,0.0,24.0,0.13100580420257674,2,2,2,7
SOURCE_0223,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,6,1,3.296666666666667,6.03,0.0,0.14285714285714285,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0224,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.05,2.05,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0225,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.05,2.05,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0226,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,1.7533333333333332,1.78,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0227,2026-08-20 00:00:00+00:00,2026-08-21 00:00:00+00:00,5,2,1.034,1.93,1.0,0.2857142857142857,5.0,6.0,10.392304845413264,0.0,0.0,24.0,0.0877785499571333,2,2,2,7
SOURCE_0228,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,1.46,1.89,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0229,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.85,1.85,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0230,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,0.84,0.84,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0231,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.21,2.21,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0232,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.05,1.05,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0233,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,0.55,0.55,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0234,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.59,1.59,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0235,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,1.2850000000000001,1.57,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0236,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,1.62,1.62,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0237,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,2,1,11.89,17.53,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0238,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,11.93,11.93,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0239,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,5.79,5.79,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0240,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,2.18,2.18,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0241,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,10.39,10.39,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0242,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,3.48,3.48,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0243,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,3.48,3.48,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0244,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,3.62,3.62,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0245,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,3,1,10.046666666666667,11.1,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0246,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,4.14,4.14,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0247,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,4.25,4.25,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0248,2026-08-22 00:00:00+00:00,2026-08-23 00:00:00+00:00,17,2,17.144117647058827,52.02,1.0,0.2857142857142857,17.0,1.5,5.809475019311125,0.0,0.0,24.0,0.14685419906293512,2,2,2,7
SOURCE_0249,2026-08-22 00:00:00+00:00,2026-08-23 00:00:00+00:00,2,2,1.855,3.06,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0250,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,0.61,0.61,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0251,2026-08-21 00:00:00+00:00,2026-08-24 00:00:00+00:00,6,4,0.8433333333333334,1.3,3.0,0.5714285714285714,2.0,14.4,11.757550765359253,24.0,0.0,24.0,0.07838495165665445,4,4,4,7
SOURCE_0252,2026-08-22 00:00:00+00:00,2026-08-23 00:00:00+00:00,2,2,1.495,1.65,1.0,0.2857142857142857,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,7
SOURCE_0253,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,0.42,0.42,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0254,2026-08-19 00:00:00+00:00,2026-08-23 00:00:00+00:00,11,5,3.7,9.99,4.0,0.7142857142857143,2.75,9.6,11.757550765359255,0.0,0.0,24.0,0.07838495165665443,5,5,5,7
SOURCE_0255,2026-08-20 00:00:00+00:00,2026-08-22 00:00:00+00:00,7,3,3.0100000000000002,9.23,2.0,0.42857142857142855,3.5,8.0,11.313708498984761,0.0,0.0,24.0,0.08121030314161228,3,3,3,7
SOURCE_0256,2026-08-20 00:00:00+00:00,2026-08-22 00:00:00+00:00,3,3,3.0233333333333334,5.91,2.0,0.42857142857142855,1.5,24.0,0.0,24.0,24.0,24.0,1.0,3,3,3,7
SOURCE_0257,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,1.61,1.61,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0258,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,1.97,1.97,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0259,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,0.74,0.74,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0260,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,2,1,1.0899999999999999,1.19,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0261,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,2,1,1.6349999999999998,2.11,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0262,2026-08-22 00:00:00+00:00,2026-08-23 00:00:00+00:00,4,2,1.345,2.01,1.0,0.2857142857142857,4.0,8.0,11.313708498984761,0.0,0.0,24.0,0.08121030314161228,2,2,2,7
SOURCE_0263,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,0.5,0.5,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0264,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,2,1,0.68,0.68,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0265,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,1.78,1.78,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0266,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,1.9,1.9,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0267,2026-08-21 00:00:00+00:00,2026-08-22 00:00:00+00:00,3,2,1.46,2.28,1.0,0.2857142857142857,3.0,12.0,12.0,12.0,0.0,24.0,0.07692307692307693,2,2,2,7
SOURCE_0268,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,1.12,1.12,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0269,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,1.06,1.06,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0270,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,3,1,1.3933333333333333,1.79,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0271,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,2,1,1.195,1.48,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0272,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,3,1,1.4533333333333331,1.6,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0273,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,2.42,2.42,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0274,2026-08-22 00:00:00+00:00,2026-08-25 00:00:00+00:00,35,4,4.1648571428571435,10.55,3.0,0.5714285714285714,11.666666666666666,2.1176470588235294,6.807282890112678,0.0,0.0,24.0,0.1280855342473145,4,4,4,7
SOURCE_0275,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,2.05,2.05,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0276,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,2,1,1.045,1.24,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0277,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,0.93,0.93,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0278,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,0.33,0.33,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0279,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,0.81,0.81,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0280,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,0.32,0.32,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0281,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,1.24,1.24,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0282,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,1,1,0.95,0.95,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0283,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,2,1,4.38,6.03,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0284,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,2,1,10.07,14.59,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0285,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,3,1,13.42,19.65,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0286,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,3.51,3.51,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0287,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,7.06,7.06,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0288,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,3.87,3.87,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0289,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,7.16,7.16,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0290,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,4.53,4.53,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0291,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,6.9,6.9,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0292,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,4.41,4.41,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0293,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,7.89,7.89,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0294,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,0.62,0.62,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0295,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,0.92,0.92,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0296,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,2,1,3.135,3.28,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0297,2026-08-22 00:00:00+00:00,2026-08-23 00:00:00+00:00,3,2,1.7566666666666666,2.06,1.0,0.2857142857142857,3.0,12.0,12.0,12.0,0.0,24.0,0.07692307692307693,2,2,2,7
SOURCE_0298,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,3,1,2.1933333333333334,2.37,0.0,0.14285714285714285,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7
SOURCE_0299,2026-08-22 00:00:00+00:00,2026-08-23 00:00:00+00:00,3,2,1.5833333333333333,1.82,1.0,0.2857142857142857,3.0,12.0,12.0,12.0,0.0,24.0,0.07692307692307693,2,2,2,7
SOURCE_0300,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,2,1,0.75,0.75,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0301,2026-08-23 00:00:00+00:00,2026-08-25 00:00:00+00:00,12,3,2.2291666666666665,3.38,2.0,0.42857142857142855,6.0,4.363636363636363,9.256670590078441,0.0,0.0,24.0,0.09749752526588185,3,3,3,7
SOURCE_0302,2026-08-23 00:00:00+00:00,2026-08-25 00:00:00+00:00,4,3,1.43,1.92,2.0,0.42857142857142855,2.0,16.0,11.313708498984761,24.0,0.0,24.0,0.08121030314161228,3,3,3,7
SOURCE_0303,2026-08-23 00:00:00+00:00,2026-08-24 00:00:00+00:00,7,2,1.5071428571428573,2.41,1.0,0.2857142857142857,7.0,4.0,8.94427190999916,0.0,0.0,24.0,0.10056040392403998,2,2,2,7
SOURCE_0304,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,2.69,2.69,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0305,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,0.49,0.49,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0306,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,0.28,0.28,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0307,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,2,1,2.13,3.65,0.0,0.14285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7
SOURCE_0308,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,2.26,2.26,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
SOURCE_0309,2026-08-23 00:00:00+00:00,2026-08-23 00:00:00+00:00,1,1,0.91,0.91,0.0,0.14285714285714285,1.0,,,,,,0.0,1,1,1,7
